groupId,artifactId,mcrTags
org.eobjects.metamodel,MetaModel-pojo,pojo
org.androidannotations,androidannotations-api,api
io.syndesis.connector,connector-aws-sqs,"aws,amazon,connector,io"
com.google.cloud.bigtable,bigtable-protos,"google,cloud"
com.kumuluz.ee,kumuluzee-jta-narayana,transaction
org.apache.jclouds,jclouds-compute,"computing,cloud,apache"
com.vaadin,vaadin-time-picker-flow,"gwt,web-framework,time"
biz.aQute,bnd,osgi
org.apache.camel,camel-univocity-parsers,"parser,apache,camel"
org.glassfish.jersey.core,jersey-server,"server,webservice"
com.google.code.javaparser,javaparser,"google,java,compiler,parser"
org.apache.shenyu,shenyu-spring-boot-starter-sync-data-consul,"data,spring,apache,sync,consul,starter"
com.github.nifty-gui,nifty-examples-libgdx-core,"github,example"
org.restcomm.protocols.ss7.tcapAnsi,tcap-ansi-api,"ansi,api,protocol"
org.nutz,nutz-plugins-mongodb,"plugin,database,mongodb"
com.thinkbiganalytics.kylo.plugins,kylo-ranger-rest-client,"plugin,rest,client"
com.github.insubstantial,substance,github
com.yiqiniu.easytrans,easytrans-starter,starter
com.thinkbiganalytics.kylo,kylo-commons-jdbc,"sql,jdbc"
io.helidon.messaging.kafka,helidon-messaging-kafka,"streaming,messaging,kafka,io"
org.hibernate.ogm,hibernate-ogm-infinispan-embedded,"embedded,persistence,cache,hibernate"
org.netxms,netxms-client,client
org.apache.deltaspike.modules,deltaspike-partial-bean-module-impl,"module,beans,apache"
org.openhab.addons.bundles,org.openhab.binding.amplipi,"binding,bundle"
com.github.odiszapc,nginxparser,github
org.openehealth.ipf.boot,ipf-fhir-stu3-spring-boot-starter,"spring,starter"
com.alipay.sdk,alipay-easysdk,sdk
com.google.cloud,google-cloud-nio,"google,cloud,io"
io.github.logtube,logtube,"io,github"
org.apache.gora,gora-ignite,"hadoop,apache"
ca.uhn.hapi.fhir,hapi-fhir-server,server
net.sf.okapi.filters,okapi-filter-openoffice,filtering
com.ibm.fhir,fhir-model,"model,ibm"
org.apache.camel.quarkus,camel-quarkus-smpp-deployment,"deployment,apache,camel"
com.amazonaws,aws-java-sdk-workmailmessageflow,"aws,amazon,sdk"
io.zipkin.brave,brave-jaxrs2,"rest,io,tracing,jaxrs"
org.picketbox,jboss-security-spi,"security,interface,jboss"
software.amazon.awssdk,apigatewaymanagementapi,"aws,amazon"
com.google.api-ads,ads-lib,"google,ads,library,api"
org.apache.activemq,artemis-dto,"jms,queue,apache"
ddf.security.realm,security-realm-pki,security
org.apache.camel.quarkus,camel-quarkus-support-ahc-deployment,"support,deployment,apache,camel"
org.nuxeo.ecm.platform,nuxeo-search-ui,"ui,platform,search"
ddf.catalog.security,catalog-security-filter,"security,filtering"
javax.websocket,javax.websocket-api,"standard,messaging,websocket,javax,api,specs"
com.microsoft.azure,azure-toolkit-applicationinsights-lib,"azure,tools,library,toolkit"
org.opencastproject,opencast-elasticsearch-api,"elasticsearch,elastic,api,search"
com.rometools,rome,"syndication,rss"
org.apache.sling,org.apache.sling.models.api,"model,apache,api"
uk.org.webcompere,system-stubs-jupiter,"system,stub"
io.fastjson,slumberdb-core,io
org.mortbay.jetty,jetty-java5-threadpool,"server,webserver,jetty"
org.apache.maven.plugins,maven-jxr-plugin,"plugin,build,build-system,maven,apache"
org.glassfish.main.cluster,cluster-admin,"admin,cluster"
org.jboss.windup,windup-test-harness,"testing,jboss"
org.jboss.arquillian.container,undertow-embedded,"embedded,container,jboss"
org.jenkins-ci.plugins,cloudbees-folder,"plugin,jenkins"
org.gradle,gradle-native,"native,build,build-system,gradle,groovy"
org.revapi,revapi-yaml,yaml
org.springframework.statemachine,spring-statemachine-autoconfigure,"spring,config"
software.amazon.awssdk,datapipeline,"aws,amazon"
org.apache.camel,camel-jing,"apache,camel"
com.twilio.sdk,twilio-java-sdk,sdk
org.opencastproject,opencast-distribution-service-api,"distribution,service,api"
io.smallrye.config,smallrye-config-source-yaml,"yaml,config,io"
org.slf4j,slf4j-jdk14,"logging,bridge,slf4j"
org.jenkins-ci.plugins,rabbitmq-consumer,"plugin,rabbitmq,queue,amqp,consumer,jenkins"
org.wildfly.security,wildfly-elytron-http-basic,"security,http"
org.jboss.spec.javax.jms,jboss-jms-api_1.1_spec,"jms,queue,jboss,api"
com.sparkjava,spark-template-thymeleaf,"spark,template"
org.jboss,jboss-dmr,jboss
org.nuxeo.ecm.platform,nuxeo-platform-lang,platform
org.kie,kie-pmml-models-clustering-model,"model,cluster"
com.nitorcreations,matchers,matching
org.odpi.egeria,asset-lineage-server,server
com.amazonaws,aws-java-sdk-greengrass,"aws,amazon,sdk"
org.ops4j.pax.exam,pax-exam-container-paxrunner,container
org.apache.cxf,cxf-rt-ws-security,"security,apache"
org.xwiki.platform,xwiki-platform-observation-remote,"remote,platform"
net.homeip.yusuke,twitter4j,"social,twitter"
net.onedaybeard.artemis,artemis-odb-gwt,"gwt,ui"
org.aspectj,aspectjtools,"aspect,aop"
io.prestosql,presto-jdbc,"sql,jdbc,io"
org.sonatype.nexus,nexus-bootstrap,bootstrap
com.microsoft.azure,azure-toolkit-auth-lib,"azure,tools,authentication,library,toolkit"
ddf.catalog.plugin,catalog-plugin-security-audit,"plugin,security"
org.eclipse.vorto,generator-template,"generator,eclipse,template"
io.helidon.config,helidon-config-testing,"config,testing,io"
org.t-io,tio-core,io
org.ff4j,ff4j-webapi,api
org.wso2.ei,org.wso2.ei.mb.integration.common.clients,"integration,client"
org.xwiki.platform,xwiki-platform-test-ui,"testing,ui,platform"
com.googlecode.disruptor.wso2,disruptor,disruptor
org.eclipse.vorto,org.eclipse.vorto.editor.datatype.ide,"plugin,eclipse,ide,editor"
com.huaweicloud,spring-cloud-huawei-router-client,"spring,cloud,client,routing"
com.googlecode.gwt-test-utils,gwt-test-utils,"gwt,testing,ui"
com.google.j2objc,j2objc-annotations,"google,annotations,metadata"
io.nosqlbench,driver-dsegraph-shaded,"driver,io"
io.joynr.java.core,clustercontroller-websocket-runtime,"websocket,io,runtime"
io.awspring.cloud,spring-cloud-aws-ses,"aws,amazon,spring,cloud,io"
org.apache.deltaspike.modules,deltaspike-jsf-module-api,"jsf,module,apache,api"
org.sonarsource.java,java-symbolic-execution,sonar
io.quarkus,quarkus-amazon-lambda-common,"amazon,lambda,io"
org.geoserver.community,gs-colormap,geo
org.forgerock.ce.commons,json-web-token,"json,web,token"
org.apache.camel.quarkus,camel-quarkus-disruptor-deployment,"deployment,disruptor,apache,camel"
org.apache.shardingsphere,shardingsphere-sharding-distsql-handler,apache
org.hotswapagent,hotswap-agent-jersey1-plugin,"plugin,agent,webservice"
org.apereo.cas,cas-server-core-audit,server
org.codehaus.groovy,groovy-bsf,"groovy,codehaus"
org.springframework.cloud,spring-cloud-kubernetes-fabric8-autoconfig,"kubernetes,spring,config,cloud"
es.gob.afirma,afirma-crypto-cades-multi,cryptography
org.ops4j.pax.web.samples,helloworld-jsp,"web,jsp,example"
com.tunnelvisionlabs,antlr4-runtime,"compiler,parser,runtime"
com.fasterxml.jackson.datatype,jackson-datatype-hppc,json
com.budhash.cliche,cliche-shell,shell
org.simpleflatmapper,sfm-test,testing
org.apache.maven.mercury,mercury-external,"build,build-system,maven,apache"
com.stormpath.sdk,stormpath-sdk-oauth,"sdk,authentication,oauth"
org.eclipse.steady,lang-java-reach,eclipse
javax.management.j2ee,management-api,"standard,jmx,javax,management,api,specs"
org.eclipse.rdf4j,rdf4j-sail-api,"rdf,eclipse,api"
com.github.zhkl0228,unidbg-hypervisor,github
org.nuxeo.ecm.platform,nuxeo-features-test,"testing,platform"
org.apache.jclouds,jclouds-allloadbalancer,"apache,cloud"
org.eclipse.emf,ecore,eclipse
org.geoserver.community,gs-web-solr,"geo,web,solr,search"
org.odpi.egeria,software-developer-client,client
org.graylog2.repackaged,grok,logging
org.eclipse.xtext,org.eclipse.xtext.xbase,eclipse
org.minbox.framework,api-boot-starter-datasource-switch,"data,framework,api,starter,datasource"
org.jboss.resteasy,resteasy-client-jetty,"server,webserver,jboss,client,jetty"
org.kie,kie-pmml-models-drools-tree-compiler,"rule-engine,model,compiler,tree"
org.apache.skywalking,server-health-checker,"server,apache"
org.sonarsource.analyzer-commons,sonar-analyzer-commons,"analyzer,sonar"
xalan,serializer,serialization
org.keycloak,keycloak-osgi-adapter,osgi
org.glassfish.main.common,amx-javaee,javaee
com.kumuluz.ee,kumuluzee-javamail-ri,mail
io.quarkus,quarkus-reactive-routes-deployment,"deployment,reactive,routing,io"
org.springframework.osgi,spring-osgi-core,"spring,osgi"
org.apache.camel.quarkus,camel-quarkus-couchbase,"apache,camel"
org.dromara,hmily-serializer-hessian,"serialization,webservice"
org.wicketstuff,wicketstuff-javaee-inject,"dependency-injection,javaee,wicket"
com.huaweicloud,spring-cloud-starter-huawei-router,"spring,cloud,routing,starter"
com.alipay.sofa.lookout,lookout-client,client
software.amazon.awssdk,inspector2,"aws,amazon"
org.thymeleaf.extras,thymeleaf-extras-springsecurity4,security
org.apache.tika,tika-httpclient-commons,"apache,http"
com.jakewharton.retrofit,retrofit1-okhttp3-client,"client,http"
io.fabric8,verticalpodautoscaler-model-v1,"model,io"
com.amazonaws,aws-java-sdk-mediaconnect,"aws,amazon,sdk"
org.powermock,powermock-reflect,mock
io.awspring.cloud,spring-cloud-aws-core,"aws,amazon,spring,cloud,io"
stax,stax-api,"xml,streaming,api"
com.squareup.retrofit2,retrofit-mock,mock
org.kie.kogito,kogito-api-incubation-decisions,api
org.neo4j,neo4j-bolt,"database,graph,neo4j"
io.swagger.core.v3,swagger-jaxrs2,"rest,io,swagger,api,jaxrs"
org.wildfly.security.jakarta,jakarta-authentication,"security,authentication"
org.swinglabs.swingx,swingx-all,swing
com.sun.grizzly,grizzly-lzma,compression
org.apache.dubbo,dubbo-container-logback,"logging,container,apache"
org.apache.juneau,juneau-marshall,apache
com.tencent.angel,spark-on-angel-core,spark
software.amazon.awssdk,ses,"aws,amazon"
org.apache.bookkeeper.http,vertx-http-server,"server,vertx,apache,http"
org.eclipse.jkube,jkube-kit-enricher-generic,eclipse
software.amazon.awssdk,sfn,"aws,amazon"
org.apache.dubbo,dubbo-auth,"authentication,apache"
org.apache.brooklyn,brooklyn-rt-osgi,"apache,osgi"
org.apache.helix,metadata-store-directory-common,"apache,metadata,directory"
org.glassfish.fighterfish,osgi-web-container,"container,web,osgi"
org.apache.servicemix.bundles,org.apache.servicemix.bundles.spring-core,"bundle,esb,spring,apache"
io.helidon.security,helidon-security-jwt,"security,io"
org.apache.tajo,tajo-catalog-common,apache
software.amazon.awssdk,mturk,"aws,amazon"
org.graylog2,gelfj,logging
org.fcrepo,fcrepo-http-api,"api,http"
com.sun.xml.ws,httpspi-servlet,"servlet,xml"
io.zipkin.brave,brave-instrumentation-sparkjava,"io,tracing,instrumentation"
org.thymeleaf.extras,thymeleaf-extras-springsecurity5,security
org.talend.esb.examples.tomcat,crmservice-common,"server,esb,webserver,tomcat,example"
org.neo4j,neo4j-lucene-index,"lucene,database,graph,neo4j,index"
com.amazonaws,aws-java-sdk-marketplacecatalog,"aws,amazon,sdk"
com.fasterxml.jackson.jr,jackson-jr-annotation-support,"support,json,annotations"
com.sun.jersey.contribs,jersey-apache-client,"apache,client,webservice,http"
org.jboss.transaction,jboss-jta,"jboss,transaction"
org.jmxtrans,jmxtrans-output-ganglia,monitoring
org.apache.camel.quarkus,camel-quarkus-twitter,"apache,twitter,camel"
io.strimzi,crd-annotations,"annotations,io"
io.helidon.microprofile.messaging,helidon-microprofile-messaging,"messaging,io"
io.thorntail,arquillian-adapter,io
io.fabric8,openshift-server-mock,"mock,server,io"
com.itextpdf,styled-xml-parser,"parser,xml"
org.openhab.addons.bundles,org.openhab.binding.orvibo,"binding,bundle"
org.apache.deltaspike.modules,deltaspike-test-control-module-impl,"module,testing,apache"
org.miracl.milagro.amcl,milagro-crypto-java,cryptography
org.exist-db,exist-security-iprange,security
org.odpi.egeria,lineage-integrator-client,client
org.wildfly,wildfly-arquillian-container-remote,"container,remote"
com.datumbox,datumbox-framework-tests,"framework,testing"
io.gravitee.am.gateway.standalone,gravitee-am-gateway-standalone-bootstrap,"gateway,io,bootstrap"
com.vaadin,flow-server,"server,gwt,web-framework"
org.eclipse.jetty,jetty-proxy,"server,eclipse,webserver,proxy,jetty"
org.xwiki.platform,xwiki-platform-store-filesystem-oldcore,"file-system,platform"
io.airlift,joni,io
com.google.caliper,caliper-worker-jvm,google
org.agorava,agorava-twitter-cdi,twitter
io.reactiverse,reactive-pg-client,"reactive,client,io"
org.jboss.resteasy.microprofile,microprofile-rest-client,"rest,jboss,client"
io.quarkus,quarkus-webjars-locator-deployment,"deployment,web,io"
com.mobidevelop.robovm,robovm-junit-client,"junit,testing,client"
org.bytedeco,libffi-platform,platform
org.scalameta,munit_2.13,scala
de.tudarmstadt.ukp.inception.app,inception-ui-dashboard-activity,"dashboard,ui"
org.apache.drill.metastore,drill-metastore-api,"apache,api"
com.google.flogger,google-extensions,"google,extension"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.clearnlp-model-pred-en-ontonotes,model
ai.api,libai,api
org.infinispan,infinispan-jcache-remote,"cache,remote"
org.apache.aries.jpa,org.apache.aries.jpa.blueprint.aries,"persistence,jpa,apache"
org.skyscreamer,yoga-demo-shared,example
io.restx,restx-barbarywatch,io
ch.swaechter,angularj-universal-spring-boot-starter,"spring,starter"
org.testfx,testfx-junit5,"junit,testing"
io.thorntail,cli,"io,command-line"
com.googlecode.javaewah,JavaEWAH,"collections,structures"
ro.pippo,pippo-controller,controller
com.oracle.bedrock,bedrock-runtime,runtime
com.github.sarxos,webcam-capture-driver-ipcam,"github,camera,webcam,driver"
org.subethamail,subethasmtp-smtp,"smtp,mail"
com.codahale.metrics,metrics-jvm,metrics
io.vertx,vertx-jdbc-client,"sql,jdbc,vertx,client,io"
org.apache.servicemix.bundles,org.apache.servicemix.bundles.poi,"bundle,esb,apache"
com.yammer.metrics,metrics-ehcache,"cache,metrics"
org.jeasy,easy-batch-integration,"integration,batch"
software.amazon.awssdk,appstream,"aws,amazon"
org.eclipse.kapua,kapua-job-engine-commons,"eclipse,engine"
org.apache.edgent,edgent-connectors-common,"apache,connector"
org.keycloak,keycloak-quarkus-server-deployment,"deployment,server"
org.jivesoftware,org.jivesoftware.smackx-debug,debug
org.ops4j.pax.logging,pax-logging-api,"logging,api"
org.springframework.osgi,spring-osgi-mock,"mock,mocking,spring,testing,osgi"
io.dropwizard,dropwizard-auth,"io,authentication"
org.apache.camel,camel-aws2-lambda,"aws,amazon,lambda,apache,camel"
com.navercorp.pinpoint,pinpoint-agent-proxy-user-plugin,"plugin,agent,proxy"
com.naturalprogrammer.spring-lemon,spring-lemon-exceptions,spring
org.mortbay.jasper,apache-el,apache
org.codehaus.plexus,plexus-compiler-api,"compiler,codehaus,api"
org.apache.camel.quarkus,camel-quarkus-jacksonxml,"apache,camel"
com.tojc.ormlite.android,ormlite-content-provider-library,"provider,orm,library,android"
com.consol.citrus,citrus-camel,camel
org.slf4j,com.springsource.slf4j.org.apache.commons.logging,"logging,spring,apache,slf4j"
org.bytedeco,leptonica-platform,platform
io.quarkus,quarkus-kubernetes-service-binding,"kubernetes,binding,service,io"
org.eclipse.hono,hono-client-common,"eclipse,client"
com.twelvemonkeys.servlet,servlet,servlet
org.opendaylight.controller,cds-access-api,"controller,api"
com.goldmansachs.obevo,obevo-hibernate4-util,"persistence,hibernate"
com.yahoo.vespa,vespaclient-container-plugin,"plugin,container"
com.github.cverges.expect4j,expect4j,github
org.kie.kogito,monitoring-elastic-quarkus-addon,"monitoring,elastic"
com.github.dandelion,datatables-jsp,"github,jsp"
org.codehaus.plexus,plexus-mail-sender-simple,"mail,codehaus"
com.influxdb,influxdb-client-flux,"influxdb,client,metrics"
org.jboss.forge.addon,addon-manager-spi,"interface,jboss,manager"
org.apache.shenyu,shenyu-spring-boot-starter-plugin-request,"plugin,request,spring,apache,starter"
org.apache.ignite,ignite-ml-xgboost-model-parser,"model,parser,apache"
org.wso2.carbon.multitenancy,org.wso2.carbon.tenant.mgt.stub,"management,stub"
org.apache.geronimo.specs,geronimo-json_1.0_spec,"json,apache,specs"
io.swagger,swagger-compat-spec-parser,"parser,compatibility,io,swagger,api"
org.dromara,hmily-spring,spring
org.apache.camel.quarkus,camel-quarkus-file-deployment,"deployment,apache,camel"
org.nuxeo.ecm.platform,nuxeo-platform-relations-jena-plugin,"plugin,platform"
io.trino,trino-mongodb,"io,mongodb,database"
io.dropwizard.metrics,metrics-servlet,"servlet,metrics,io"
org.talend.esb,transport-jms,"jms,queue,esb,transport"
org.wildfly.security,wildfly-elytron-json-util,"security,json"
org.sakaiproject.portal,sakai-portal-render-impl,"portal,render"
org.apache.hbase,hbase-shaded-testing-util,"database,testing,hadoop,apache,hbase"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-ner-fr-freme-wikiner,model
io.quarkus,quarkus-reactive-db2-client,"reactive,client,io"
org.nd4j,nd4j-native,native
org.osgi,org.osgi.service.component.annotations,"service,annotations,metadata,osgi"
org.xwiki.platform,xwiki-platform-linkchecker-api,"api,platform"
io.zipkin.dependencies,zipkin-dependencies-mysql,"database,io,mysql,tracing"
org.apache.beam,beam-vendor-guava-26_0-jre,apache
org.openhab.addons.bundles,org.openhab.binding.ism8,"binding,bundle"
io.reactiverse,es4x,io
net.sourceforge.javaflacencoder,java-flac-encoder,encoder
org.apache.jackrabbit,oak-store-composite,"apache,cms"
org.apache.james,james-server-mailet-dkim,"server,apache,mail"
com.github.dozermapper,dozer-spring-boot-autoconfigure,"github,spring,config"
org.pitest,pitest-maven,"maven,build,build-system,plugin"
emma,emma,"code-coverage,coverage,analysis"
io.seata,seata-grpc,"grpc,io,rpc,protocol"
io.thorntail.testsuite,testsuite-local-dependencies-dep,io
io.kcache,kcache,io
io.opentracing,opentracing-util,"io,tracing"
fr.xebia.extras,selma-processor,processor
org.renjin,renjin-script-engine,"rlang,scripting,engine"
org.jvnet.hudson.main,maven-plugin,"plugin,build,build-system,maven"
org.onebusaway,onebusaway-csv-entities,"csv,tabular"
com.github.botaruibo,xvcode,github
org.apache.abdera,abdera-parser,"parser,apache"
org.geotools,gt-geopkg,geo
com.kohlschutter.junixsocket,junixsocket-native-common,native
org.apache.aries.jndi,org.apache.aries.jndi.rmi,"apache,jndi,rmi"
io.servicetalk,servicetalk-transport-netty-internal,"network,socket,transport,netty,io"
org.openhab.addons.bundles,org.openhab.binding.sinope,"binding,bundle"
org.aoju,bus-socket,socket
io.grpc,grpc-testing,"grpc,testing,io,rpc,protocol"
com.squareup.okhttp3,okhttp-urlconnection,"url,connection,http"
com.googlecode.jcsv,jcsv,"csv,tabular"
org.springframework.cloud,spring-cloud-contract-spec,"spring,cloud"
org.geoserver.community,gs-cov-json,"json,geo"
org.geotools.jdbc,gt-jdbc-teradata,"sql,jdbc,geo"
com.networknt,http-string,http
org.metawidget.modules,metawidget-scala,"module,scala"
io.vertx,vertx-web-templ-jte,"web,vertx,io"
org.openhab.addons.bundles,org.openhab.voice.voicerss,bundle
org.eclipse.equinox,org.eclipse.equinox.p2.metadata,"eclipse,metadata"
com.snowplowanalytics,referer-parser_2.11,parser
org.apache.poi,ooxml-schemas,"schema,apache"
org.apache.openwebbeans,openwebbeans-ee,apache
org.apache.james,james-server-guice-mailbox,"server,dependency-injection,apache,mail"
org.eclipse.kapua,kapua-device-management-api,"eclipse,management,api,device"
io.vertx,vertx-service-factory,"service,factory,vertx,io"
storm,storm-core,clojure
org.springframework.boot,spring-boot-actuator-autoconfigure,"spring,config"
org.flowable,flowable-spring,spring
io.stargate.starter,stargate-starter,"io,starter"
io.timeandspace,cron-scheduler,"scheduling,cron,io"
org.flowable,flowable-app-engine,engine
org.apache.camel.quarkus,camel-quarkus-zendesk-deployment,"deployment,apache,camel"
org.hotswapagent,hotswap-agent-osgiequinox-plugin,"plugin,agent"
org.jboss.shrinkwrap.resolver,shrinkwrap-resolver-spi-maven,"interface,build,build-system,maven,jboss"
org.apache.dubbo,dubbo-filter-validation,"apache,filtering,validation"
org.apache.cxf,cxf-tools-validator,"tools,apache,validation"
org.apache.ignite,ignite-slf4j,"logging,apache,slf4j"
org.apache.kerby,kerby-util,apache
org.eobjects.metamodel,MetaModel-json,json
org.apache.tomcat.maven,tomcat7-maven-plugin,"plugin,server,build,build-system,webserver,maven,apache,tomcat"
ddf.platform.api,platform-api,"platform,api"
com.azure,azure-core-tracing-opentelemetry,"azure,tracing"
org.apache.camel,camel-as2-parent,"apache,camel"
cn.stylefeng.roses,scanner-spring-boot-starter,"spring,scanning,starter"
org.apache.james,apache-mailet-api,"apache,mail,api"
it.fabioformosa.quartz-manager,quartz-manager-starter-persistence,"persistence,scheduling,manager,starter"
org.apache.wink,wink-json4j,"json,apache"
org.apache.activemq,apollo-cli,"jms,queue,apache,command-line"
org.geotools,gt-metadata,"geo,metadata"
io.dropwizard,dropwizard-metrics-graphite,"metrics,io"
org.apache.hbase.thirdparty,hbase-shaded-netty,"database,network,socket,hadoop,netty,apache,hbase"
org.kie.kogito,kogito-serverless-workflow-builder,"workflow,builder,serverless"
org.graphfoundation.ongdb,ongdb-io,io
org.apache.omid,omid-timestamp-storage,"apache,storage"
org.webjars,leaflet,"web,assets"
io.quarkus,quarkus-jaxp,io
org.dashbuilder,dashbuilder-server-all,server
vip.mate,mate-starter-web,"web,starter"
org.hawkular.apm,hawkular-apm-analytics-service-rest-client,"rest,service,client,analytics"
io.zipkin.brave,brave-instrumentation-http-tests,"testing,io,tracing,instrumentation,http"
org.hibernate.search,hibernate-search-mapper-orm-coordination-outbox-polling,"persistence,mapping,orm,hibernate,search"
org.eclipse.jetty,apache-jsp,"server,eclipse,webserver,apache,jsp,jetty"
org.nuxeo.ecm.platform,nuxeo-platform-audio-core,platform
com.github.differentway,couchmove,github
org.odpi.egeria,it-infrastructure-spring,spring
org.wildfly.security,wildfly-security-manager,"security,manager"
org.webjars,draggabilly,"web,assets"
io.astefanutti.metrics.aspectj,metrics-aspectj-deps,"aspect,metrics,io,aop"
org.nuxeo.ecm.platform,nuxeo-platform-directory-api,"api,platform,directory"
org.jasypt,jasypt-spring4,spring
org.jasypt,jasypt-spring2,spring
com.zlt,zlt-redis-spring-boot-starter,"database,spring,redis,starter"
org.infinispan,infinispan-spring5-embedded,"embedded,spring,cache"
org.apache.camel,camel-csimple-joor,"apache,camel"
com.jd.joyqueue,laf-extension-core,extension
org.apache.groovy,groovy-datetime,"date,apache,groovy,time"
org.odpi.egeria,it-infrastructure-server,server
org.flowable,flowable-idm-api,api
org.apache.edgent.android,edgent-connectors-iot,"apache,connector,android"
org.apache.karaf.system,org.apache.karaf.system.core,"system,apache,osgi"
io.fabric8,fabric8-maven-plugin-generator-vertx,"plugin,generator,build,build-system,maven,vertx,io"
org.wso2.carbon.identity.local.auth.fido,org.wso2.carbon.identity.api.user.fido2,"authentication,api,identity"
io.yawp,yawp-postgresql,"io,database,postgresql"
org.jboss.forge.addon,parser-json,"json,parser,jboss"
org.jasypt,jasypt-spring3,spring
org.dromara,hmily-spring-boot-starter-springcloud,"spring,starter"
org.wso2.carbon.identity.event.handler.notification,org.wso2.carbon.event.handler.notification.server.feature,"server,event,notification,identity"
com.octo.android.robospice,robospice-ormlite,"orm,android"
io.gravitee.apim.gateway.handlers,gravitee-apim-gateway-handlers-api,"gateway,io,api"
software.amazon.awssdk,sts,"aws,amazon"
org.simplejavamail,batch-module,"module,batch"
io.micrometer,micrometer-registry-jmx,"registry,jmx,io"
org.codehaus.plexus,plexus-archiver,codehaus
org.wso2.carbon.identity.server.api,org.wso2.carbon.identity.api.server.script.library.v1,"server,library,api,identity,scripting"
software.amazon.awssdk,sso,"aws,amazon"
org.mybatis,mybatis-ehcache,"persistence,cache"
org.apache.directory.jdbm,apacheds-jdbm2,"apache,directory"
cn.springcloud.gray,spring-cloud-gray-plugin-gateway,"plugin,spring,gateway,cloud"
software.amazon.awssdk,ssm,"aws,amazon"
io.github.quickmsg,smqtt-rule-source-mqtt,"github,mqtt,io"
org.apache.directory.jdbm,apacheds-jdbm1,"apache,directory"
org.apache.syncope.core,syncope-core-provisioning-java,"apache,provisioning"
com.twitter,scrooge-core_2.12,twitter
org.eclipse,core.commands,eclipse
de.undercouch,bson4jackson,bson
com.squareup.picasso,picasso,android
com.github.ooxi,jdatauri,github
com.twitter,scrooge-core_2.11,twitter
org.geoserver.community,gs-ogcapi-coverages,geo
org.restlet.jse,org.restlet.ext.jaxb,"binding,xml"
org.graylog.jest,jest,logging
org.wicketstuff,wicketstuff-logback,"wicket,logging"
io.restx,restx-apidocs,io
org.sakaiproject.content,content-metadata-impl,metadata
org.apache.synapse,synapse-commons,apache
com.github.xiaoymin,knife4j-spring,"github,spring"
org.wildfly.swarm,config-api,"config,api"
org.apache.knox,gateway-provider-security-webappsec,"provider,security,gateway,apache"
com.yahoo.elide,elide-test-helpers,testing
com.google.cloud.bigdataoss,bigquery-connector,"google,cloud,connector"
org.uiautomation,ios-client,client
org.geoserver.extension,gs-teradata,"geo,extension"
io.opentelemetry,opentelemetry-api,"io,api"
org.apache.struts,struts2-tiles-plugin,"plugin,web-framework,apache"
de.tudarmstadt.ukp.inception.app,inception-api-formats,api
de.fraunhofer.iosb.ilt.FROST-Server,FROST-Server.Auth.Keycloak,"server,authentication"
io.nosqlbench,driver-tcp,"network,driver,tcp,io"
org.springframework.mobile,spring-mobile-device,"spring,mobile,device"
org.pentaho.di.plugins,pdi-xml-plugin-core,"plugin,xml"
org.jenkins-ci.plugins,antisamy-markup-formatter,"plugin,jenkins"
org.apache.knox,gateway-provider-security-pac4j,"provider,security,gateway,apache"
io.undertow,undertow-examples,"io,example"
org.apache.shardingsphere.elasticjob,elasticjob-simple-executor,apache
io.cloudevents,cloudevents-sql,"io,sql"
org.apache.shardingsphere,shardingsphere-agent-tracing-opentelemetry,"agent,apache,tracing"
com.taobao.metamorphosis,metamorphosis-client,client
org.apache.dubbo,dubbo-serialization-api,"serialization,apache,api"
io.smallrye.reactive,smallrye-mutiny-vertx-web-client,"reactive,web,vertx,client,io"
io.cloudevents,cloudevents-api,"io,api"
org.apache.iotdb,tsfile,apache
org.apache.camel.quarkus,camel-quarkus-jfr-deployment,"deployment,apache,camel"
org.apache.camel,camel-catalog-lucene,"lucene,apache,index,camel"
com.github.dasniko,testcontainers-keycloak,github
org.openhab.addons.bundles,org.openhab.binding.pulseaudio,"binding,bundle"
org.wicketstuff,wicketstuff-servlet3,"servlet,wicket"
top.tangyh.basic,lamp-echo-starter,starter
io.restx,restx-server-tomcat,"server,webserver,io,tomcat"
org.jboss.naming,jnp-client,"jboss,client,naming"
org.apache.abdera,abdera-core,"syndication,apache,rss"
org.apache.struts,struts2-jfreechart-plugin,"plugin,web-framework,visualization,apache"
org.jboss.slf4j,slf4j-jboss-logging,"logging,jboss,slf4j"
org.wildfly.core,wildfly-protocol,protocol
us.fatehi,schemacrawler-api,api
org.apache.nifi,nifi-druid-controller-service,"service,apache,controller"
io.github.lognet,grpc-spring-boot-starter,"github,grpc,spring,io,starter,rpc,protocol"
ddf.security.policy,security-policy-api,"security,api,policy"
org.geoserver,gs-restconfig-wmts,geo
org.sonatype.ossindex,ossindex-service-client,"service,client"
com.azure,azure-core-serializer-json-gson,"json,azure,serialization"
com.google.apis,google-api-services-appsactivity,"google,service,api"
io.quarkus,quarkus-core,io
org.apache.jmeter,ApacheJMeter_jdbc,"sql,jdbc,apache"
software.amazon.awssdk,swf,"aws,amazon"
org.kaazing,gateway.transport.bio,"gateway,transport"
io.quarkus,quarkus-funqy-http-deployment,"deployment,io,http"
