groupId,artifactId,mcrTags
com.facebook.presto,presto-elasticsearch,"elasticsearch,elastic,facebook,search"
org.powermock,powermock-module-junit4,"module,mock,mocking,junit,testing"
org.mule.transports,mule-transport-vm,transport
com.facebook.presto,presto-server-rpm,"server,facebook"
cn.springcloud.gray,spring-cloud-gray-server,"server,spring,cloud"
org.nuxeo.utils,nuxeo-target-platforms-jaxrs,"rest,platform,jaxrs"
org.apache.shenyu,shenyu-register-server-etcd,"etcd,server,config,apache"
org.openhab.binding,org.openhab.binding.jointspace,"plugin,binding,eclipse"
org.jboss.narayana,jbosstxbridge-jakarta,jboss
org.flywaydb.flyway-test-extensions,flyway-spring-test,"spring,testing,extension"
org.openhab.binding,org.openhab.binding.dscalarm,"plugin,binding,eclipse"
org.openrdf.sesame,sesame-query,query
org.apache.camel.springboot,camel-hl7-starter,"apache,starter,camel"
net.java.truevfs,truevfs-driver-tar-xz,driver
org.apache.dubbo,dubbo-registry-multiple,"registry,apache"
org.openpreservation.jhove.modules,tiff-hul,module
com.ibm.narpc,narpc,ibm
org.dcm4che.dcm4chee-arc,dcm4chee-arc-export-wado,export
io.fabric8.funktion,k8elasticsearch,"elasticsearch,elastic,io,search"
org.nanohttpd,nanohttpd-webserver,webserver
org.apache.tez,tez-runtime-library,"apache,library,runtime"
org.apache,lucene-stemmers,"lucene,apache,index"
org.ops4j.pax.web,pax-web-compatibility-el2,"web,compatibility"
net.sf.sociaal,freetts,tts
org.opencastproject,opencast-ingest-download-service-api,"service,api"
com.github.fge,jackson-coreutils,github
org.dcm4che.tool,dcm4che-tool-xml2hl7,xml
org.quartz-scheduler.internal,quartz-weblogic,scheduling
org.apache.syncope.core,syncope-core-persistence-jpa,"persistence,jpa,apache"
com.typesafe.akka,akka-actor-testkit-typed_2.13,"actor,akka,testing,distributed,concurrency,typesafe"
org.wso2.carbon.identity.user.api,org.wso2.carbon.identity.rest.api.user.totp.v1,"rest,api,identity"
org.mock-server,mockserver-testing,"mock,server,testing"
org.apache.helix,helix-common,apache
io.debezium,debezium-server-nats-streaming,"server,streaming,io"
com.unboundid.product.scim2,scim2-sdk-client,"sdk,client"
org.pentaho.di.plugins,core-ui,"plugin,ui"
org.wso2.carbon,org.wso2.carbon.messagebox.stub,stub
io.quarkus,quarkus-liquibase-deployment,"deployment,io"
org.apache.isis.mavendeps,isis-mavendeps-integtests,apache
org.languagetool,language-ca,language
org.apache.syncope.ext.scimv2,syncope-ext-scimv2-rest-cxf,"rest,apache"
net.sf.okapi.filters,okapi-filter-tmx,filtering
org.apache.camel,camel-huaweicloud-functiongraph,"apache,camel"
org.wicketstuff,jqplot,wicket
org.apache.servicemix.bundles,org.apache.servicemix.bundles.dom4j,"bundle,esb,dom,apache,xml"
de.tudarmstadt.ukp.inception.app,inception-websocket,websocket
io.prometheus,simpleclient_httpserver,"prometheus,io"
org.glassfish.main.web,web-gui-plugin-common,"plugin,web"
org.springframework.session,spring-session-core,spring
org.webjars,momentjs,"web,assets"
org.apache.activemq,artemis-jms-client-all,"jms,queue,apache,client"
ddf.platform,platform-commands,platform
io.apiman,apiman-migration-assistant,"io,api,migration"
org.apache.plc4x,plc4j-transport-tcp,"network,transport,apache,tcp"
org.apache.zeppelin,spark-scala-2.11,"spark,apache,scala"
org.metawidget.modules,metawidget-seam,module
org.glassfish.hk2,hk2-api,api
io.nosqlbench,docsys,io
org.apache.zeppelin,spark-scala-2.12,"spark,apache,scala"
org.openhab.core.bundles,org.openhab.core.id,bundle
org.mule.tests,mule-tests-allure,testing
org.languagetool,language-ar,language
com.networknt,tram-in-memory,memory
org.neo4j,neo4j-ogm-http-driver,"database,driver,graph,neo4j,http"
org.ops4j.pax.web,pax-web-websocket,"websocket,web"
org.openhab.addons.bundles,org.openhab.binding.ipcamera,"binding,bundle"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.nlp4j-model-ner-en-default,"nlp,model"
io.joynr.tools.generator,js-generator,"generator,tools,io"
com.thinkbiganalytics.kylo,kylo-security-auth-ldap,"security,authentication,ldap,directory"
com.gwtplatform,gwtp-processors,processor
com.linkedin.calcite,calcite-core,linkedin
org.languagetool,language-br,language
org.elasticsearch,elasticsearch-spark-20_2.11,"elasticsearch,elastic,spark,search"
com.thinkbiganalytics.kylo,kylo-commons-spark-repl,"repl,spark"
org.msgpack,msgpack,serialization
org.openhab.core.bundles,org.openhab.core.ui.icon,"bundle,ui"
org.antlr,antlr4-annotations,"compiler,parser,annotations"
org.apache.james,event-sourcing-event-store-api,"event,apache,mail,api"
com.navercorp.pinpoint,pinpoint-httpclient4-plugin,"plugin,http"
org.springframework.cloud,spring-cloud-gcp-security-firebase,"security,spring,cloud"
org.kie.kogito,kogito-quarkus-deployment,deployment
org.flowable,flowable-cmmn-json-converter,json
org.aoju,bus-http,http
org.languagetool,language-be,language
org.apache.felix,org.apache.felix.shell,"shell,apache,osgi"
org.apache.flink,flink-oss-fs-hadoop,"hadoop,apache"
org.zalando,opentracing-jdbc,"sql,jdbc,tracing"
org.apache.geronimo.specs,geronimo-servlet_2.4_spec,"servlet,apache,specs"
org.glassfish.main.common,glassfish-api,api
org.apache.activemq,activemq-mqtt,"jms,queue,mqtt,apache"
io.vertx,vertx-sql-common,"sql,vertx,io"
org.apache.rya,rya.sail,apache
org.neo4j,neo4j-kernel,"database,nosql,graph,neo4j"
com.github.dreamroute,sqlprinter-spring-boot-starter,"github,spring,starter"
org.apache.nifi,nifi-jolt-record-processors,"apache,processor"
io.selendroid,selendroid-standalone,io
net.ju-n.commons-dbcp-jmx,commons-dbcp-jmx-jdbc4,"sql,jmx,jdbc"
io.quarkus,quarkus-smallrye-health-spi,"interface,io"
org.apache.ignite,ignite-opencensus,apache
jakarta.ejb,jakarta.ejb-api,"ejb,api"
io.xream.sqli,sqli-core,io
org.jboss,jboss-vfs,"jboss,io,vfs"
org.mule.runtime,mule-service-soap-api,"service,soap,api,runtime"
org.languagetool,language-pl,language
org.sonarsource.sonarqube,sonar-plugin-api-impl,"plugin,sonar,api"
org.xwiki.platform,xwiki-platform-extension-test-utils,"testing,platform,extension"
org.languagetool,language-pt,language
org.talend.cxf,crypto-config,"cryptography,config"
org.apache.servicecomb.pack,pack-contract-grpc,"grpc,apache,rpc,protocol"
io.hetu.core,hetu-cube,io
org.kie.kogito,kogito-addons-quarkus-persistence-kafka,"persistence,streaming,kafka"
org.springframework.cloud.launcher,spring-cloud-launcher-cli,"spring,cloud,command-line,launcher"
org.gridkit.jvmtool,sjk-json,json
org.gridgain,gridgain-hibernate,"hibernate,persistence"
io.gravitee.apim.rest.api.idp,gravitee-apim-rest-api-idp-core,"rest,io,api"
de.tudarmstadt.ukp.inception.app,inception-support,support
org.dashbuilder,dashbuilder-dataset-editor,"editor,dataset"
org.openhab.binding,org.openhab.binding.souliss,"plugin,binding,eclipse"
org.codehaus.plexus,plexus-mail-sender-javamail,"mail,codehaus"
org.apache.kylin,kylin-core-cube,apache
org.openhab.binding,org.openhab.binding.yamahareceiver,"plugin,binding,eclipse"
com.github.skjolber.3d-bin-container-packing,visualizer-packaging,"github,container"
org.opencastproject,opencast-event-comment,event
io.quarkus,quarkus-spring-boot-properties,"spring,io"
org.hjug.refactorfirst.testresources,test-resources,"testing,resource"
com.github.sakserv,hadoop-mini-clusters-mapreduce,"github,mapreduce,hadoop,parallel"
org.apache.servicecomb,handler-router,"apache,routing"
eu.stratosphere,stratosphere-scala,scala
software.amazon.awssdk,kafkaconnect,"aws,amazon"
org.apache.servicemix.bundles,org.apache.servicemix.bundles.jsch,"bundle,esb,apache"
com.amazonaws,aws-java-sdk-imagebuilder,"aws,amazon,sdk"
org.gephi,desktop-branding,"desktop,module,netbeans"
com.databricks,spark-csv_2.10,"csv,spark,tabular"
com.databricks,spark-csv_2.11,"csv,spark,tabular"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.opennlp-model-sentence-de-maxent,model
org.apache.camel,camel-bean-validator,"beans,apache,validation,camel"
org.springframework.cloud,spring-cloud-starter-alibaba-nacos-config,"spring,config,cloud,starter"
one.microstream,microstream-storage-restadapter,storage
io.fabric8,istio-server-mock,"mock,server,io"
org.springframework.amqp,spring-rabbit,"queue,amqp,spring,client,message"
org.apache.arrow,arrow-jdbc,"sql,jdbc,apache"
org.eclipse.rdf4j,rdf4j-rio-jsonld,"rdf,json,eclipse"
es.gob.afirma,afirma-crypto-core-pkcs7-tsp,cryptography
org.pcollections,pcollections,"collections,structures"
org.codehaus.cargo,cargo-core-api-module,"module,codehaus,api"
io.github.resilience4j,resilience4j-retry,"github,io"
com.github.oshi,oshi-core-shaded,github
io.opencensus,opencensus-exporter-trace-stackdriver,"export,io,tracing"
org.opendaylight.controller,netty-threadgroup-config,"network,socket,config,netty,controller"
org.apache.carbondata,carbondata-core,apache
com.oracle.oci.sdk,oci-java-sdk-core,sdk
fr.opensagres.xdocreport,fr.opensagres.xdocreport.template.freemarker,template
com.cloudera.oryx,oryx-app-api,api
ma.glasnost.orika,orika-eclipse-tools,"eclipse,tools"
com.azure.spring,azure-identity-spring,"azure,spring,identity"
org.apache.tika,tika-pipes-iterator-s3,"aws,s3,iterator,apache"
org.dromara,raincat-annotation,annotations
org.apache.shenyu,shenyu-spring-boot-starter-plugin-monitor,"plugin,monitor,spring,apache,starter"
org.xwiki.platform,xwiki-platform-mail-general,"mail,platform"
org.apache.camel.karaf,camel-eventadmin,"apache,osgi,camel"
org.apache.james,blob-export-file,"export,apache,mail"
org.xwiki.platform,xwiki-platform-localization-source-wiki,"wiki,platform"
ru.yandex.qatools.allure,allure-testng-adaptor,"testng,testing"
com.gwtplatform,gwtp-dispatch-rpc-server,"server,rpc"
org.testingisdocumenting.webtau,webtau-report,report
org.eclipse.hawkbit,hawkbit-boot-starter-dmf-api,"eclipse,api,starter"
org.neo4j,neo4j-parser,"database,parser,graph,neo4j"
org.subethamail,subethasmtp,"smtp,mail"
org.apache.camel.quarkus,camel-quarkus-ical-deployment,"deployment,calendar,apache,camel"
cn.stylefeng.roses,message-spring-boot-starter,"spring,starter"
org.infinispan,infinispan-commons-jdk11,cache
org.gradle,gradle-language-java,"build,build-system,language,gradle,groovy"
org.jboss.ironjacamar,ironjacamar-common-impl-papaki,jboss
org.apache.rya,rya.test.rdf,"rdf,testing,apache"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.matetools-model-lemmatizer-es-conll2009,model
org.apache.james,james-server-guice-sieve-file,"server,dependency-injection,apache,mail"
io.cdap.cdap,cdap-tms,io
com.amazonaws,aws-java-sdk-storagegateway,"aws,amazon,sdk,cloud,storage"
com.amazonaws,aws-java-sdk-ec2,"aws,amazon,sdk,computing,cloud"
io.helidon.integrations.oci,helidon-integrations-oci-objectstorage,io
org.apache.bookkeeper,bookkeeper-server,"server,apache"
org.apache.james,metrics-dropwizard,"apache,mail,metrics"
org.geoserver.extension,gs-gdal,"geo,extension"
org.apache.archiva,archiva-filelock,apache
org.jenkins-ci.plugins,display-url-api,"plugin,url,jenkins,api"
opensymphony,oscache,cache
org.springframework,spring-websocket,"websocket,spring"
org.apache.skywalking,server-starter,"server,apache,starter"
com.googlecode.jmockit,jmockit-coverage,code-coverage
org.wso2.carbon.analytics-common,org.wso2.carbon.databridge.receiver.thrift,"serialization,thrift,analytics,protocol"
org.moditect.layrry,layrry-config,config
org.hipparchus,hipparchus-clustering,cluster
org.wso2.am,org.wso2.am.integration.clients.internal.api,"integration,client,api"
cn.dev33,sa-token-solon-plugin,"plugin,token"
com.infobip,infobip-api-java-client,"client,api"
org.ops4j.pax.tipi,org.ops4j.pax.tipi.hamcrest.core,matching
org.apache.aries,org.apache.aries.util,apache
org.mobicents.media.client,mgcp-driver,"driver,client"
org.apache.shenyu,shenyu-spring-boot-starter-plugin-sign,"plugin,spring,apache,starter"
io.activej,activej-launchers-http,"io,http"
org.wildfly,wildfly-clustering-jgroups-spi,"interface,cluster"
com.tvd12,ezyfox-server-support,"support,server"
org.drools,drools-scenario-simulation-backend,rule-engine
vip.mate,mate-starter-rocketmq,"queue,starter"
io.joynr.java.core,clustercontroller-inprocess-runtime,"io,runtime"
com.google.gwt.google-apis,gwt-ajaxloader,"gwt,google,ui,api"
org.nutz,nutzboot-starter-uflo,starter
org.eclipse.hono,hono-client-telemetry-kafka,"streaming,eclipse,kafka,client,telemetry"
org.apache.flink,flink-table-runtime,"apache,runtime"
io.netty,netty-tcnative-classes,"network,socket,netty,io"
org.neo4j,neo4j-dbms,"database,graph,neo4j"
com.github.nifty-gui,nifty-default-controls,github
org.kie.kogito,kogito-addons-springboot-mail,mail
org.mule.modules,mule-module-apikit,"module,api"
org.odpi.egeria,rex-view-spring,"spring,view"
org.apache.arrow,arrow-memory-core,"apache,memory"
org.apache.aries.application,org.apache.aries.application.api,"apache,api"
org.dromara,hmily-repository-database-mysql,"database,repository,mysql"
org.apache.aries.jndi,org.apache.aries.jndi.url,"url,apache,jndi"
io.gatling,gatling-commons,io
ddf.catalog.admin,catalog-admin-poller-service,"admin,service"
org.apache.jena,jena-fuseki-core,apache
org.opennms.newts,newts-metrics-reporter,"reporter,timeseries,metrics"
org.apache.camel.quarkus,camel-quarkus-iec60870,"apache,camel"
com.playtika.testcontainers,embedded-artifactory,embedded
com.google.flatbuffers,flatbuffers-java,"google,serialization"
com.bornium,oauth2-openid,"openid,authentication,oauth"
org.apache.tinkerpop,gremlin-core,"apache,graph"
org.eclipse.core,org.eclipse.core.jobs,"eclipse,runtime"
org.apache.jackrabbit,oak-run-commons,"apache,cms"
org.openhab.addons.bundles,org.openhab.binding.solarwatt,"binding,bundle"
oro,oro,regexp
com.google.http-client,google-http-client-apache-v2,"google,apache,client,http"
com.wavefront,wavefront-opentracing-bundle-java,"bundle,tracing"
com.spotify,styx-cli,command-line
io.jenkins.plugins,artifact-manager-s3,"plugin,aws,s3,manager,jenkins,io"
org.apache.camel,camel-pgevent,"apache,camel"
org.apache.lucene,lucene-demo,"lucene,apache,example,index"
com.igormaznitsa,jcp,"maven,plugin"
org.glassfish.deployment,dol,deployment
org.apache.camel.quarkus,camel-quarkus-browse,"apache,camel"
org.apache.archiva.redback,redback-keys-memory,"apache,memory"
com.documents4j,documents4j-client,client
org.apache.phoenix,phoenix-hbase-compat-2.2.5,"database,compatibility,apache,hbase"
es.gob.afirma,afirma-crypto-pdf,"cryptography,pdf"
org.wildfly.security,wildfly-elytron-util,security
com.amazon.alexa,ask-sdk-core,"amazon,sdk"
com.caucho,resin,"web,server"
org.languagetool,language-nl,language
io.springlets,springlets-context,io
org.apache.qpid,qpid-broker-plugins-memory-store,"plugin,broker,apache,memory"
org.springframework,springloaded,spring
org.kie.kogito,monitoring-prometheus-common,"monitoring,prometheus"
io.kubernetes,client-java-api-fluent,"kubernetes,client,fluent,io,api"
com.google.cloud,google-cloud-spanner,"google,cloud"
org.apache.jena,jena-dboe-storage,"apache,storage"
org.openhab.binding,org.openhab.binding.xpl,"plugin,binding,eclipse"
org.apache.sqoop,sqoop-common,apache
io.trino,trino-testing-kafka,"streaming,testing,kafka,io"
org.openhab.addons.bundles,org.openhab.binding.shelly,"binding,bundle"
org.arquillian.reporter,arquillian-reporter-impl,reporter
io.airlift,event,"io,event"
ru.yandex.qatools.matchers,nio-matchers,"matching,io"
com.amazonaws,aws-java-sdk-ecs,"aws,amazon,sdk,computing,cloud"
org.sonatype.nexus,nexus-crypto,cryptography
org.wildfly.security,wildfly-elytron-encryption,"security,cryptography"
com.github.ekryd.reflection-utils,reflection-utils,"github,reflection"
org.languagetool,language-sv,language
com.fasterxml.jackson.core,jackson-core,json
org.nutz,nutzboot-starter-quartz,"scheduling,starter"
com.github.gabrie-allaigre,java-gitlab-api,"github,git,api"
org.actframework,act-jpa-common,"persistence,jpa"
org.apache.beam,beam-vendor-grpc-1_26_0,"grpc,apache,rpc,protocol"
org.apache.storm,storm-shaded-deps,apache
org.sakaiproject.content,content-bundles,bundle
org.nuxeo.ecm.platform,nuxeo-platform-video-jsf,"jsf,video,platform"
org.dkpro.core,dkpro-core-io-jwpl-asl,io
net.openhft,koloboke-api-jdk6-7,api
org.jboss.ejb3,jboss-ejb3-security,"security,ejb,jboss"
io.jaegertracing,jaeger-zipkin,"io,tracing"
io.github.quickmsg,smqtt-rule-source-db,"github,io"
commons-pool.wso2,commons-pool,pooling
org.mitre,openid-connect-server,"server,openid,authentication"
cn.dev33,sa-token-jwt,token
org.dromara,myth-kafka,"streaming,kafka"
io.smallrye,smallrye-graphql-client-implementation-vertx,"vertx,client,io,graphql"
org.apache.shardingsphere,shardingsphere-infra-parser,"parser,apache"
com.mailjet,mailjet-client,client
io.fabric8,chaosmesh-model,"model,io"
ca.uhn.hapi.fhir,hapi-fhir-sql-migrate,"sql,migration"
org.kie,kie-server-spring-boot-autoconfiguration-task-assigning-planning,"server,spring"
org.apache.tajo,tajo-common,"bigdata,query,hadoop,apache"
org.spf4j,spf4j-ui,ui
org.apache.stratos,org.apache.stratos.metadata.client,"apache,client,metadata"
org.snmp4j,snmp4j-agent,"snmp,agent,management"
org.springframework.android,spring-android-rest-template,"rest,spring,template,android"
com.github.threefish,nutz-sqltpl,github
com.azure.spring,azure-spring-cloud-starter-appconfiguration-config,"azure,spring,config,cloud,starter"
org.apache.sling,org.apache.sling.jcr.api,"apache,api"
jmimemagic,jmimemagic,mime
io.quarkus,quarkus-elytron-security,"security,io"
org.springframework.data,spring-data-gemfire,"data,spring"
io.activej,activej-jmxapi,io
org.webjars,requirejs,"web,assets"
io.hawt,hawtio-wildfly,"application,web,webapp,io"
org.languagetool,language-sl,language
io.syndesis.connector,connector-timer,"connector,io"
org.languagetool,language-ro,language
org.languagetool,language-sk,language
com.microsoft.azure,azure-toolkit-sqlserver-lib,"sql,azure,tools,library,toolkit"
io.zipkin.brave,brave-context-slf4j,"logging,io,tracing,slf4j"
io.mockk,mockk,"io,mocking,testing"
io.dropwizard,dropwizard-jetty,"io,webserver,server,jetty"
org.wildfly.core,wildfly-management-client-content,"client,management"
org.gephi,algorithms-plugin,"plugin,module,netbeans"
org.languagetool,language-ru,language
com.spotify,styx-flyte-client,client
org.openhab.addons.bundles,org.openhab.binding.zway,"binding,bundle"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.opennlp-model-token-en-maxent,"model,token"
com.microsoft.ews-java-api,ews-java-api,api
io.joyrpc,joyrpc-expression-jexl,"expression,io"
org.zalando,logbook-spring-boot-webflux-autoconfigure,"spring,config"
com.hotels.beans,bean-utils-library,"beans,library"
org.jboss.test-harness,jboss-test-harness,"testing,jboss"
org.camunda.bpm,camunda-engine-rest-jaxrs2,"rest,bpm,jaxrs,engine"
org.jvnet.hudson.plugins,analysis-core,"plugin,analysis"
io.woo,htmltopdf,io
org.kie.kogito,kogito-spring-boot-test-utils,"spring,testing"
io.thorntail,jaxrs-client-api,"rest,client,io,api,jaxrs"
org.eclipse.emf,common,eclipse
org.apache.skywalking,configuration-nacos,"config,apache"
org.jboss.arquillian.container,arquillian-container-test-spi,"interface,container,testing,jboss"
org.wildfly.core,wildfly-deployment-scanner,"deployment,scanning"
com.github.vbmacher,java-cup,github
org.noear,nami.channel.socketd.netty,"network,socket,netty"
org.wso2.carbon.mediation,org.wso2.carbon.event.sink.config,"event,config"
cloud.localstack,localstack-utils,cloud
org.eclipse.kapua,kapua-client-gateway-profile-kura,"eclipse,gateway,client"
org.apache.directory.server,apacheds-bootstrap-extract,"server,apache,bootstrap,directory"
io.joyrpc,joyrpc-serialization-fst,"serialization,io"
org.lucee,oswego-concurrent,concurrent
org.apache.pulsar,pulsar-io-debezium-mysql,"database,apache,io,mysql"
org.apache.nifi.registry,nifi-registry-bootstrap,"registry,apache,bootstrap"
org.kie.kogito,kogito-predictions-spring-boot-starter,"spring,starter"
org.apache.activemq,artemis-amqp-protocol,"jms,queue,amqp,apache,protocol"
org.flowable,flowable-spring-boot-starter-process,"process,spring,starter"
io.ebean,ebean-datasource-api,"data,io,api,datasource"
org.redkalex,redkale-plugins,plugin
com.jolbox,bonecp-test-commons,testing
org.codice.ddf.validator,catalog-validator-metacardframecenter,validation
org.apache.camel,camel-stream,"streaming,apache,camel"
com.oracle.oci.sdk,oci-java-sdk-objectstorage-generated,sdk
org.apache.camel.quarkus,camel-quarkus-twilio-deployment,"deployment,apache,camel"
io.fabric8,openshift-model,"model,io"
org.mobicents.external.freetts,cmu_time_awb,time
com.apifan.common,common-random,random
io.bastillion,lmvc,io
org.apache.wicket,wicket-native-websocket-javax,"native,websocket,apache,wicket"
javassist,javassist,bytecode
com.netflix.feign,feign-slf4j,"logging,slf4j"
com.github.nicholasastuart,myo-java,github
org.jboss.weld,weld-core-jsf,"jsf,jboss"
com.yahoo.vespa,vespa-http-client,"client,http"
org.opendaylight.controller,repackaged-akka,"actor,akka,distributed,concurrency,controller"
org.kaazing,gateway.transport.ws,"gateway,transport"
io.lacuna,bifurcan,io
org.springframework.cloud,spring-cloud-contract-stub-runner-boot,"spring,runner,cloud,stub"
org.crashub,crash.embed.spring,"embedded,spring"
org.apache.flink,flink-table-planner_2.11,apache
org.glassfish.hk2,hk2-json,json
com.tencent.angel,angel-ps-graph,graph
org.apache.camel.quarkus,camel-quarkus-jsch-deployment,"deployment,apache,camel"
org.dkpro.core,dkpro-core-api-phonetics-asl,api
com.github.seeseemelk,MockBukkit-v1.16,github
javax.security.enterprise,javax.security.enterprise-api,"standard,security,javax,api,specs"
org.apache.isis.extensions,isis-extensions-secman,"apache,extension"
org.apache.ant,ant-nodeps,"ant,apache"
org.jboss.cache,jbosscache-core,"cache,jboss"
org.seleniumhq.selenium,selenium-server,"selenium,server,testing,web"
org.eclipse.kapua,kapua-job-engine-client,"eclipse,client,engine"
org.flowable,flowable-form-rest,"rest,forms"
org.apache.camel.quarkus,camel-quarkus-snakeyaml,"apache,camel"
com.graphhopper,jsprit-io,io
de.topobyte,osm4j-pbf,clojure
com.github.seeseemelk,MockBukkit-v1.18,github
com.hortonworks.streamline,streamline-service,service
com.jcabi,jcabi-jdbc,"jdbc,sql"
org.ops4j.pax.web.samples,config-fragment-jetty,"server,config,webserver,web,jetty,example"
org.apache.dolphinscheduler,dolphinscheduler-remote,"remote,apache"
se.akerfeldt,okhttp-signpost,http
io.airlift,joda-to-java-time-bridge,"bridge,io,time"
com.vladsch.flexmark,flexmark,markdown
org.kie,kie-dmn-core-osgi,osgi
org.wso2.carbon.identity.local.auth.fido,org.wso2.carbon.identity.application.authenticator.fido,"authentication,identity"
org.webjars.bower,ionicons,"web,assets"
org.apache.shardingsphere,shardingsphere-shadow-spring-boot-starter,"spring,apache,starter"
org.eclipse.emf,org.eclipse.emf.mwe2.launch,"plugin,eclipse"
org.apache.camel.quarkus,camel-quarkus-flatpack-deployment,"deployment,apache,camel"
org.apache.gora,gora-compiler-cli,"compiler,hadoop,apache,command-line"
org.wildfly.transaction,wildfly-transaction-client,"client,transaction"
fr.opensagres.xdocreport,fr.opensagres.odfdom.converter.pdf-gae,"pdf,appengine"
org.apache.archiva,archiva-proxy-api,"apache,proxy,api"
io.quarkus,quarkus-security-deployment,"deployment,security,io"
org.terrier,terrier-tests,testing
ddf.catalog.plugin,catalog-plugin-gazetteer,plugin
org.wicketstuff,wicketstuff-dashboard-widgets-justgage,"dashboard,wicket"
org.nutz,nutzboot-starter-thymeleaf,starter
org.keycloak,keycloak-admin-cli,"admin,command-line"
com.plumelog,plumelog-trace,tracing
com.azure,azure-storage-queue,"queue,azure,storage"
com.liferay.portletmvc4spring,com.liferay.portletmvc4spring.security,"security,spring"
com.hccake,ballcat-spring-boot-starter-file,"spring,starter"
com.sun.xml.ws,policy,"xml,policy"
org.openjfx,javafx-swing,"swing,ui"
org.apache.knox,gateway-applications,"gateway,apache"
org.apache.maven.resolver,maven-resolver-spi,"interface,build,build-system,maven,apache"
com.fit2cloud,quartz-spring-boot-starter,"scheduling,spring,cloud,starter"
io.gravitee.apim.gateway,gravitee-apim-gateway-connector,"gateway,connector,io"
org.janusgraph,janusgraph-driver,driver
org.apache.pluto,pluto-container,"portlet,container,apache"
io.quarkus,quarkus-spring-web-common,"spring,web,io"
org.apache.camel.quarkus,camel-quarkus-servlet,"servlet,apache,camel"
org.restlet.jse,org.restlet.ext.jetty,"server,webserver,jetty"
de.dfki.mary,marytts-runtime,runtime
com.github.almasb,fxgl-controllerinput,github
com.github.waffle,waffle-spring-boot-autoconfigure2,"github,spring,config"
io.janusproject,io.janusproject.network,"io,network,eclipse,plugin"
org.crashub,crash.doc.api,"doc,api"
org.openhab.addons.bundles,org.openhab.binding.homeconnect,"binding,bundle"
org.apache.camel.quarkus,camel-quarkus-smallrye-reactive-messaging,"messaging,reactive,apache,camel"
org.apache.stratos,org.apache.stratos.mock.iaas.client,"mock,apache,client"
org.dcm4che.tool,dcm4che-tool-json2dcm,json
org.apache.camel,camel-lra,"apache,camel"
de.escalon.hypermedia,hydra-spring,spring
org.apache.beam,beam-sdks-java-io-amazon-web-services,"amazon,service,web,apache,io"
io.quarkus,quarkus-kubernetes-spi,"kubernetes,interface,io"
org.glassfish.main.admin,monitoring-core,"admin,monitoring"
org.apache.axis2,axis2-codegen,"generator,codegen,code,apache,webservice"
de.gsi.math,chartfx-math,math
org.apache.camel.quarkus,camel-quarkus-github-deployment,"github,deployment,apache,camel"
org.apache.camel.quarkus,camel-quarkus-paho-mqtt5-deployment,"deployment,mqtt,apache,camel"
com.thinkbiganalytics.kylo,kylo-commons-rest-model,"model,rest"
com.facebook.swift,swift-service,"service,facebook"
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.maltparser-model-parser-en-linear,"model,parser"
org.joyqueue,joyqueue-store-api,api
org.apache.tika,tika-parser-xmp-commons,"parser,apache"
org.wso2.carbon.devicemgt,org.wso2.carbon.certificate.mgt.core,management
com.consol.citrus,citrus-validation-binary,"binary,validation"
io.smallrye,smallrye-graphql-ui-graphiql,"ui,io,graphql"
org.eclipse.hawkbit,hawkbit-update-server,"server,eclipse"
org.kie,kie-server-spring-boot-starter,"server,spring,starter"
com.fizzed,stork-assembly,assembly
io.smallrye.testing,smallrye-testing-utilities,"testing,io"
org.nuxeo.ecm,nuxeo-diff-pictures,diff
org.apache.jackrabbit,oak-jackrabbit-api,"apache,api,cms"
org.apache.nifi,nifi-write-ahead-log,"logging,apache"
io.cdap.cdap,hydrator-spark-core3_2.12,"spark,io"
org.netbeans.api,org-netbeans-api-scripting,"ide,api,scripting,netbeans"
edu.illinois.cs.cogcomp,illinois-prepsrl-model,model
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.opennlp-model-ner-es-organization,model
org.odpi.egeria,topic-integrator-spring,spring
org.gephi,utils-longtask,"module,netbeans"
org.openhab.addons.bundles,org.openhab.binding.boschindego,"binding,bundle"
org.apache.sling,org.apache.sling.caconfig.impl,apache
org.mule.runtime,mule-extensions-api,"api,runtime,extension"
org.openhab.binding,org.openhab.binding.rwesmarthome,"plugin,binding,eclipse"
com.amazonaws,aws-java-sdk-sagemakerfeaturestoreruntime,"aws,amazon,sdk"
com.ibm.fhir,fhir-ig-davinci-hrex,ibm
com.navercorp.pinpoint,pinpoint-thrift,"serialization,thrift,protocol"
com.alipay.sofa,jraft-example,example
org.jboss.windup.ast,windup-java-ast,jboss
org.jboss.jbossts.jta,narayana-jta,"jboss,transaction"
org.springframework.cloud,spring-cloud-starter-kubernetes-fabric8-loadbalancer,"kubernetes,spring,cloud,starter"
org.wildfly,wildfly-connector,connector
org.apache.thrift,libfb303,"serialization,apache,thrift,protocol"
org.apache.hive,hive-testutils,"hadoop,apache"
