repositoryName,mcrTags
zhangyd-c/OneBlog,"[apache,api,code,codegen,database,framework,generator,github,hibernate,html,http,javax,json,mapping,parser,persistence,redis,sdk,security,social,specs,spring,standard,starter,tags,template,validation,web]"
AtomGraph/LinkedDataHub,"[apache,api,authentication,client,connector,csv,google,json,jwt,mail,processor,rdf,security,server,servlet,tomcat,webserver,webservice]"
codecentric/spring-boot-starter-batch-web,"[batch,config,dependency-injection,io,javax,specs,spring,standard,starter,web]"
guokr/simbase,"[api,bridge,cli,clojure,collections,eval,junit,jvm,language,logging,repl,serialization,slf4j,structures,testing,tools,yaml]"
dekorateio/dekorate,"[annotations,apache,api,assertion,base64,binding,builder,cli,cloud,codec,codehaus,commons,compression,console,discovery,docker,encoding,engine,framework,groovy,io,javax,jaxrs,jboss,json,junit,jvm,kubernetes,language,launcher,platform,prometheus,quality,registry,rest,runner,servlet,specs,spring,standard,starter,terminal,testing,tracing,validation,vertx,web]"
jmrozanec/cron-utils,"[apache,api,bytecode,code,codegen,dependency-injection,expression,generator,javax,junit,language,logging,mock,mocking,module,scheduling,slf4j,specs,spring,standard,testing,validation]"
qmx/jitescript,"[assertion,bytecode,junit,quality,testing,validation]"
mercyblitz/segmentfault-lessons,"[collections,data,database,dependency-injection,index,io,logging,native,persistence,redis,spring,starter,structures,validation]"
yueyunyue/liteflow,"[apache,api,base64,bridge,bytecode,client,cluster,code,codec,codegen,collections,commons,communication,config,connector,coordination,database,date,distributed,driver,encoding,encryption,framework,generator,google,hadoop,http,io,jdbc,json,junit,logging,managment,mysql,persistence,pool,pooling,redis,remoting,scheduling,service,slf4j,spring,sql,starter,structures,testing,time,upload,yarn,zookeeper]"
octo-technology/sonar-objective-c,"[ant,api,assertion,bridge,build,codehaus,junit,logging,matching,mock,mocking,plugin,quality,sonar,testing,toolkit,tools,validation]"
wuyouzhuguli/SpringAll,"[admin,apache,api,authentication,cache,client,cloud,commons,coordination,database,distributed,github,io,json,jwt,mapping,persistence,redis,security,server,spring,starter,swagger,ui,xml,zookeeper]"
spring-cloud/spring-cloud-openfeign,"[authentication,cloud,config,forms,functional,github,google,io,json,oauth,protocol,security,serialization,spring,starter,support,testing]"
apache/dubbo-admin,"[apache,api,authentication,client,communication,distributed,eclipse,extension,framework,github,google,io,jetty,json,junit,jwt,matching,mock,mocking,persistence,remoting,security,selenium,server,servlet,starter,swagger,testing,ui,web,webserver,webservice]"
duydo/elasticsearch-analysis-vietnamese,"[apache,api,client,elastic,elasticsearch,framework,google,logging,search,server,testing]"
AwakenCN/Almost-Famous,"[apache,api,client,collections,commons,concurrency,data,database,date,disruptor,framework,google,grpc,http,io,json,leveldb,math,mime,mongodb,netty,network,protocol,rpc,scheduling,serialization,socket,spring,starter,structures,stub,thrift,time]"
MalitsPlus/ShizuruNotes,"[compression,junit,testing]"
OAuth-Apis/apis,"[apache,api,authentication,base64,beans,bridge,build,build-system,bytecode,client,codec,codehaus,connector,data,database,date,dependency-injection,driver,embedded,encoding,framework,hibernate,hsql,htmlunit,http,io,javax,jdbc,jetty,jpa,json,jsp,junit,logging,mapping,maven,mock,mocking,mvc,mysql,orm,persistence,plugin,pool,relational,selenium,server,servlet,slf4j,specs,spring,sql,standard,support,testing,time,tomcat,transaction,validation,view,web,webserver,webservice]"
qiujiayu/AutoLoadCache,"[aop,apache,api,aspect,binding,bytecode,cache,client,code,codegen,commons,communication,compression,database,distributed,expression,generator,github,google,io,json,junit,language,locking,logging,manager,persistence,pooling,protocol,redis,remoting,scripting,serialization,slf4j,spring,starter,testing,webservice]"
lalithsuresh/rapid,"[bridge,cli,client,command-line,example,github,google,grpc,hash,hashing,io,junit,logging,message,netty,network,parser,protocol,queue,rpc,serialization,slf4j,socket,stub,testing,zeromq]"
mr-hashemi/mr-hashemi,"[api,binding,compiler,dsl,json,junit,parser,processor,runtime,sdk,testing]"
ebourg/jsign,"[annotations,ant,apache,api,build,build-system,cli,codehaus,command-line,commons,compatibility,compression,dispatcher,encryption,excel,gradle,groovy,http,io,json,junit,jvm,language,management,maven,metadata,mock,mocking,model,native,parser,plugin,process,proxy,service,spreadsheet,testing,tools]"
javaparser/javaparser,"[api,assertion,bytecode,client,compiler,engine,github,google,http,java,javax,json,junit,library,matching,mock,mocking,parser,quality,runner,solver,specs,standard,symbol,testing]"
WeBankPartners/wecube-platform,"[amazon,apache,api,aws,beans,binding,bpm,client,cloud,collections,commons,compiler,container,docker,encryption,excel,github,google,io,javax,json,jwt,network,parser,persistence,reflection,runtime,s3,sdk,security,specs,spreadsheet,spring,ssh,standard,starter,structures,swagger,ui,xml]"
apache/incubator-brooklyn,"[agent,amqp,analysis,annotations,ant,aop,apache,api,aspect,beans,binding,bridge,broker,build,build-system,bytecode,cassandra,cli,client,clojure,cloud,codehaus,collections,command-line,commons,compression,config,connector,console,database,defect,dependency-injection,driver,eclipse,encryption,engine,framework,google,groovy,hadoop,hazelcast,http,io,javax,jaxrs,jboss,jetty,jms,jmx,json,junit,jvm,kafka,language,launcher,logging,mapping,matching,maven,message,messaging,metadata,mock,mocking,modeling,module,mongodb,monitoring,mysql,native,network,nosql,osgi,parser,platform,policy,postgresql,provider,queue,rabbitmq,redis,reflection,rest,schema,security,server,servlet,slf4j,specs,ssh,standard,streaming,structures,support,swagger,template,terminal,testing,testng,tools,uml,validation,web,webapp,webserver,webservice,xml,yaml]"
square/subzero,"[analysis,apache,assertion,barcode,bitcoin,commons,currency,defect,google,io,junit,metadata,mock,protocol,quality,serialization,testing,yaml]"
open-metadata/OpenMetadata,"[amazon,annotations,apache,api,authentication,aws,binding,build,build-system,cli,client,code,codegen,command-line,concurrency,connector,database,disruptor,driver,elastic,elasticsearch,embedded,engine,generator,github,google,http,integration,io,javax,jaxrs,jdbc,json,junit,jwt,logging,maven,metadata,mock,mocking,module,mysql,parser,plugin,pool,redshift,reflection,rest,rules,runtime,schema,search,security,selenium,server,slf4j,specs,spring,sql,standard,swagger,testing,testng,tomcat,validation,web,webserver,webservice,xml]"
tdunning/t-digest,"[analytics,apache,benchmark,distributed,generator,google,junit,machine-learning,math,memory,performance,processing,profiling,runner,stream,streaming,testing]"
jmockit/jmockit1,"[analysis,annotations,apache,api,binding,commons,database,defect,dependency-injection,eclipse,embedded,engine,framework,github,hibernate,hsql,javaee,javax,jpa,junit,mail,matching,metadata,mocking,persistence,specs,spring,sql,standard,testing,testng,validation,web,xml]"
xpadro/spring-integration,"[apache,api,beans,binding,bridge,broker,client,connector,database,dependency-injection,driver,dsl,embedded,expression,framework,hsql,http,integration,io,jdbc,jms,json,junit,language,logging,mapping,matching,message,mongodb,mvc,mysql,orm,persistence,queue,relational,rmi,slf4j,spring,sql,testing,transaction,web]"
drtrang/druid-spring-boot,"[config,github,spring,starter]"
modelmapper/modelmapper,"[beans,benchmark,binding,bridge,bytecode,codehaus,database,dependency-injection,embedded,generator,google,groovy,hibernate,jpa,json,jvm,language,logging,mock,mocking,performance,persistence,protocol,reflection,serialization,slf4j,spring,sql,testing,testng,tree]"
demoiselle/framework,"[apache,api,beans,bytecode,cache,client,codehaus,commons,config,crud,dependency-injection,ejb,expression,groovy,hibernate,io,javaee,javax,jaxrs,jboss,json,junit,jvm,jwt,language,matching,module,persistence,reflection,rest,scripting,security,servlet,specs,standard,swagger,testing,token,transaction,validation,web]"
PyvesB/advanced-achievements,"[apache,api,commons,database,dependency-injection,driver,embedded,github,google,junit,mock,postgresql,sql,testing,text]"
md-5/SpecialSource,"[bytecode,cli,code,codegen,csv,generator,google,parser,tabular]"
rubyangxg/jd-qinglong,"[ai,apache,api,barcode,beans,client,collections,commons,computer-vision,docker,google,http,io,json,native,reflection,structures,web]"
davidmoten/rxjava2-jdbc,"[analysis,annotations,apache,database,defect,embedded,generator,github,google,hsql,io,jndi,junit,jvm,kotlin,language,logging,metadata,mock,mocking,sql,testing]"
dhatim/fastexcel,"[benchmark,excel,generator,github,performance,reader,spreadsheet,xml]"
zhoutaoo/SpringCloud,"[admin,apache,api,authentication,binding,client,cloud,code,codegen,commons,connector,data,database,driver,framework,gateway,generator,io,javax,jdbc,json,junit,jwt,mapping,migration,mock,mocking,mvc,mysql,oauth,persistence,pooling,redis,relational,security,server,servlet,specs,spring,standard,starter,swagger,testing,ui,upload,web]"
apereo/java-cas-client,"[annotations,apache,api,base64,beans,binding,bridge,cache,client,codec,date,dependency-injection,eclipse,embedded,encoding,framework,integration,javax,jboss,jetty,json,jsp,junit,logging,metadata,security,server,servlet,slf4j,specs,spring,standard,support,testing,time,tomcat,web,webapp,webserver,xml]"
GoogleCloudPlatform/bigquery-utils,"[annotations,apache,api,build,build-system,cli,collections,command-line,commons,compiler,csv,google,json,junit,logging,maven,parser,plugin,server,slf4j,structures,tabular,testing,web-framework]"
tada/pljava,"[annotations,ant,apache,api,build,build-system,junit,maven,metadata,plugin,reporting,testing,tools]"
crossoverJie/SSM,"[analyzer,annotation,annotations,aop,apache,api,aspect,beans,binding,bridge,broker,client,commons,communication,config,connector,coordination,data,database,dependency-injection,distributed,driver,eclipse,framework,frontend,full-text,github,google,http,index,indexing,javax,jdbc,jetty,json,junit,kafka,library,logging,lucene,mapping,message,messaging,metadata,mvc,mysql,orm,persistence,processor,redis,relational,remoting,security,server,servlet,slf4j,specs,spring,sql,standard,starter,streaming,testing,transaction,transport,upload,web,webapp,webserver,webservice,websocket,zookeeper]"
tesis-dynaware/graph-editor,"[api,eclipse,junit,logging,mock,mocking,model,slf4j,testing]"
fengyouchao/sockslib,"[analysis,apache,api,bridge,client,database,defect,driver,embedded,google,junit,logging,metadata,mongodb,nosql,server,slf4j,sql,testing,tomcat,webserver]"
rayokota/hgraphdb,"[apache,client,cloud,database,google,graph,hadoop,hbase,junit,mapreduce,mock,mocking,parallel,serialization,server,testing]"
fakereplace/fakereplace,"[apache,api,asynchronous,bytecode,client,container,database,distribution,ejb,embedded,expression,hibernate,http,interface,io,javax,jaxrs,jboss,jpa,jsf,junit,language,logging,mapping,module,persistence,relational,rest,servlet,slf4j,specs,sql,standard,testing,transaction,websocket]"
googleworkspace/java-samples,"[api,authentication,calendar,client,collections,google,http,jetty,oauth,server,service,structures,webserver]"
spring-projects/spring-guice,"[dependency-injection,extension,google,junit,mock,mocking,testing]"
google/openrtb-doubleclick,"[analysis,api,assertion,bridge,defect,dependency-injection,google,io,javax,junit,logging,management,metadata,metrics,monitoring,performance,protocol,quality,serialization,slf4j,specs,standard,testing]"
jbehave/jbehave-tutorial,"[automation,browser,codehaus,container,dependency-injection,fluent,github,groovy,junit,jvm,language,library,matching,runner,selenium,spring,testing,web]"
microsoft/azure-maven-plugins,"[agent,analysis,annotations,aop,apache,api,aspect,authentication,azure,base64,batch,binding,bridge,build,build-system,builder,cli,client,code,codec,codegen,codehaus,collections,command,commons,compatibility,compression,config,console,coverage,data,database,date,defect,dom,encoding,encryption,execution,external,filtering,ftp,generator,github,google,groovy,http,identity,io,json,junit,jwt,library,logging,math,maven,metadata,mock,mocking,model,module,mysql,netty,network,oauth,plugin,postgresql,process,queue,reactive,redis,reflection,resource,rest,runtime,scala,schema,sdk,security,slf4j,socket,spring,sql,storage,structures,support,terminal,testing,text,time,toolkit,tools,validation,web,xml,yaml]"
flyway/flyway,"[amazon,annotations,ant,apache,api,aws,azure,binding,bridge,build,build-system,cbor,cli,client,cloud,code,codegen,codehaus,console,database,dependency-injection,dispatcher,driver,eclipse,embedded,generator,google,gradle,groovy,hsql,ibm,io,javax,jboss,jdbc,json,junit,jvm,language,logging,maven,metadata,migration,model,mysql,native,osgi,platform,plugin,postgresql,process,s3,service,slf4j,specs,sql,sqlite,standard,storage,support,terminal,testing,tools,vfs,xml]"
camelinaction/camelinaction,"[aop,apache,api,archetype,aspect,beans,binding,bridge,camel,client,csv,database,dependency-injection,embedded,expression,framework,ftp,hsql,http,integration,io,jdbc,jetty,jms,jpa,junit,language,logging,mapping,maven,message,network,orm,persistence,pooling,queue,relational,scala,scheduling,server,slf4j,socket,specs,spring,sql,streaming,support,tabular,testing,transaction,web,webserver,xml]"
dunwu/java-tutorial,"[apache,api,barcode,bridge,client,code,codegen,encryption,engine,fluent,framework,generator,google,html,http,javax,jms,junit,logging,mvc,parser,queue,servlet,slf4j,specs,spring,standard,template,testing,web,xml]"
hank-whu/rpc-benchmark,"[annotations,apache,api,appserver,benchmark,binding,bridge,client,codec,commons,communication,dependency-injection,disruptor,distributed,extension,framework,generator,google,grpc,http,io,javax,json,junit,logging,module,native,netty,network,performance,pojo,pooling,protocol,provider,remoting,rpc,runtime,serialization,server,slf4j,socket,specs,spring,standard,starter,stub,testing,thrift,transport,web,webservice,xml]"
SonarSource/sonar-scanner-cli,"[analysis,api,assertion,defect,google,junit,metadata,mock,mocking,quality,scanning,sonar,testing]"
oracle/oracle-r2dbc,"[api,engine,interface,io,jdbc,junit,reactive,spring,sql,streaming,testing]"
fabian7593/MagicalCamera,"[android,google,platform,service,support]"
zhegexiaohuozi/JsoupXpath,"[apache,api,commons,compiler,html,io,junit,logging,mock,mocking,module,parser,runtime,slf4j,testing]"
itmuch/spring-cloud-docker-microservice-book-code,"[amqp,collector,config,elastic,elasticsearch,encoder,http,io,logging,queue,rabbitmq,search,storage,tracing]"
alibaba/fastjson,"[apache,api,authentication,benchmark,binding,build,build-system,bytecode,client,clojure,code,codegen,codehaus,collections,commons,container,data,database,date,eclipse,framework,frontend,functional,generator,git,google,groovy,hibernate,http,io,javax,jaxrs,jetty,json,junit,jvm,kotlin,language,library,mapping,maven,memory,message,messaging,mock,mocking,module,mvc,oauth,off-heap,performance,persistence,plugin,protocol,provider,queue,redis,reflection,relational,rest,security,serialization,server,servlet,sms,specs,spring,standard,structures,testing,time,transport,web,webapp,webserver,webservice,websocket]"
extjwnl/extjwnl,"[api,bridge,collections,connector,data,database,driver,embedded,junit,logging,mock,mocking,mysql,postgresql,slf4j,sql,structures,testing]"
bujiio/buji-pac4j,"[apache,api,javax,junit,security,servlet,specs,standard,testing,web]"
grahamar/cron-parser,"[apache,api,bridge,commons,date,dependency-injection,junit,logging,scheduling,slf4j,spring,testing,time]"
guxingke/mini-jvm,"[junit,logging,slf4j,testing]"
rokstrnisa/unattach,"[apache,api,authentication,base64,build,build-system,client,codec,commons,eclipse,encoding,google,graphics,html,http,io,jetty,json,junit,library,logging,mail,maven,model,oauth,parser,server,service,testing,web,webserver]"
alexruiz/fest-swing-1.x,"[ant,apache,assertion,base64,codec,encoding,junit,quality,reflection,swing,testing,testng,ui,validation]"
epam/JDI,"[annotations,api,bridge,client,compression,desktop,driver,geo,github,google,gwt,http,io,json,junit,logging,matching,mobile,remote,rest,selenium,slf4j,testing,testng,ui,web,webdriver]"
SpoutDev/Vanilla,"[api,google,json,junit,mock,mocking,module,testing]"
samskivert/jmustache,"[framework,google,gwt,junit,testing,ui,web,yaml]"
alexruiz/fest-assert-2.x,[testing]
shrinkwrap/resolver,"[annotations,apache,api,assertion,base64,build,build-system,codec,codehaus,compiler,docker,eclipse,embedded,encoding,github,gradle,groovy,http,interface,jboss,jetty,junit,jvm,language,logging,maven,metadata,mock,mocking,plugin,quality,rules,server,slf4j,system,testing,tools,webapp,webserver]"
camunda/camunda-bpm-spring-boot-starter,"[apache,api,binding,bpm,client,commons,database,driver,embedded,example,javax,json,junit,mock,mocking,module,plugin,remote,rest,runtime,selenium,server,specs,spring,sql,standard,starter,support,testing,validation,web,webapp,webservice,xml]"
database-rider/database-rider,"[annotation,apache,api,assertion,benchmark,bridge,client,code,codegen,codehaus,connector,data,database,dependency-injection,driver,eclipse,ejb,embedded,engine,generator,github,groovy,hibernate,hsql,http,io,javaee,javax,jboss,jdbc,jpa,junit,jvm,language,logging,mapping,migration,mock,mocking,module,mysql,netty,network,performance,persistence,platform,postgresql,quality,relational,runner,runtime,server,servlet,slf4j,socket,specs,spring,sql,standard,streaming,testing,validation,xml,yaml]"
Matthias247/jawampa,"[binding,codec,http,io,json,netty,network,reactive,serialization,socket]"
banq/jivejdon,"[analyzer,apache,api,authentication,beans,bridge,client,consumer,full-text,github,http,index,indexing,javax,jsp,junit,logging,lucene,mail,oauth,reflection,rpc,sdk,servlet,slf4j,specs,standard,taglib,testing,time,transaction,upload,web,web-framework,xml]"
mappum/mercury,"[api,bitcoin,bridge,currency,encryption,google,io,json,logging,protocol,serialization,slf4j]"
avianey/androidsvgdrawable-plugin,"[analysis,apache,build,build-system,codehaus,defect,google,gradle,graphics,groovy,io,json,junit,jvm,language,metadata,mock,mocking,reflection,svg,testing]"
springtestdbunit/spring-test-dbunit,"[aop,api,aspect,beans,bridge,database,dependency-injection,embedded,github,hibernate,hsql,jdbc,jpa,junit,logging,mapping,mock,mocking,orm,persistence,relational,slf4j,spring,sql,testing]"
journaldev/journaldev,"[annotations,aop,apache,api,aspect,authentication,azure,barcode,batch,binding,bridge,browser,bytecode,cache,client,collections,commons,config,connector,data,database,dependency-injection,driver,eclipse,embedded,engine,excel,expression,framework,ftp,google,hibernate,hsql,io,javaee,javax,jaxrs,jboss,jdbc,jpa,jsf,json,jsp,junit,language,logging,mapping,mock,mocking,module,mongodb,mvc,mysql,network,nosql,oauth,orm,persistence,platform,plugin,pool,pooling,portal,portlet,provider,relational,rest,runner,runtime,sdk,security,selenium,server,servlet,slf4j,specs,spreadsheet,spring,sql,standard,starter,structures,taglib,testing,testng,transaction,upload,validation,web,web-framework,webservice,xml]"
javaeekickoff/java-ee-kickoff-app,"[api,database,embedded,extension,google,hibernate,javaee,javax,jboss,junit,mapping,persistence,relational,specs,sql,standard,testing]"
borball/weixin-sdk,"[annotations,apache,api,binding,client,csv,fluent,google,http,io,json,junit,logging,metadata,mime,slf4j,tabular,testing,xml]"
cloudevents/sdk-java,"[amqp,analysis,apache,api,assertion,benchmark,client,cloud,compiler,defect,dependency-injection,eclipse,extension,framework,generator,github,google,http,io,jboss,jetty,json,junit,kafka,metadata,parser,performance,protocol,provider,quality,queue,runtime,serialization,server,spring,sql,starter,streaming,testing,vertx,web,webserver,webservice,yaml]"
spotify/completable-futures,"[analysis,benchmark,defect,generator,google,junit,matching,metadata,mock,mocking,performance,testing]"
apache/beam,"[apache,api,bridge,client,cloud,date,google,io,junit,library,logging,matching,messaging,mock,mocking,platform,service,slf4j,testing,time]"
mulesoft/mule,"[annotations,apache,api,authentication,benchmark,binding,broker,build,build-system,bytecode,cli,client,collections,command-line,commons,compatibility,config,connector,container,data,deployment,disruptor,example,extension,functional,generator,google,html,http,io,javaee,javax,jdbc,jms,json,junit,launcher,logging,maven,message,metadata,mock,mocking,model,module,oauth,parser,performance,plugin,policy,pooling,queue,repository,runner,runtime,service,soap,socket,specs,spring,sql,standard,structures,support,testing,text,transaction,webservice,xml,xpath]"
openzipkin/zipkin,"[amqp,annotations,apache,api,appserver,assertion,benchmark,bridge,broker,cassandra,client,collector,concurrency,config,database,distributed,driver,engine,generator,google,grpc,http,io,jdbc,jms,json,junit,kafka,logging,management,matching,message,metrics,mock,mocking,monitoring,mysql,performance,pool,prometheus,protocol,quality,queue,rabbitmq,registry,rpc,runtime,serialization,server,slf4j,spring,sql,starter,streaming,testing,tracing]"
crawler-commons/crawler-commons,"[api,bridge,engine,io,javax,junit,logging,mock,mocking,servlet,slf4j,specs,standard,testing]"
bwssytems/ha-bridge,"[apache,api,client,commons,dependency-injection,eclipse,evaluation,framework,google,http,json,junit,logging,messaging,plugin,slf4j,spark,testing,web,xmpp]"
atomashpolskiy/bt,"[apache,api,bridge,cli,client,console,cryptography,dependency-injection,eclipse,github,google,http,io,jetty,junit,logging,mock,mocking,parser,server,servlet,slf4j,support,terminal,testing,tracking,vfs,webserver,yaml]"
pjklauser/protobuf-rpc-pro,"[api,codec,communication,compression,dependency-injection,distributed,google,io,junit,logging,netty,network,protocol,remoting,rpc,serialization,slf4j,socket,spring,testing,transport]"
woorea/openstack-java-sdk,"[apache,api,binding,cli,client,command-line,console,http,javax,jaxrs,jboss,json,junit,model,openstack,parser,provider,rest,specs,standard,terminal,testing,webservice,xml]"
temyers/cucumber-jvm-parallel-plugin,"[annotations,apache,api,assertion,build,build-system,code,codegen,codehaus,commons,engine,expression,generator,google,io,junit,matching,maven,metadata,mock,mocking,model,plugin,quality,template,testing,testng,tools,validation]"
effektif/effektif,"[apache,api,binding,chart,client,container,database,date,driver,framework,http,io,javascript,javax,jetty,json,junit,jvm,language,logging,mail,mongodb,nosql,provider,reflection,scripting,server,servlet,slf4j,specs,standard,testing,time,visualization,webserver,webservice,workflow]"
apache/flume,"[agent,analysis,annotations,apache,api,authentication,avro,base64,bigdata,binding,bridge,broker,build,cli,client,codec,codehaus,collections,command-line,commons,communication,compiler,compression,config,coordination,data,database,dataset,date,defect,directory,distributed,eclipse,elastic,elasticsearch,embedded,encoding,file-system,filtering,framework,github,google,hadoop,hbase,http,io,jdbc,jetty,jms,jmx,json,junit,jvm,kafka,language,library,logging,management,mapping,mapreduce,memory,message,metadata,metrics,mock,mocking,monitoring,netty,network,parallel,parser,performance,pool,pooling,process,protocol,query,queue,reflection,remoting,rules,scala,sdk,search,serialization,server,servlet,slf4j,social,socket,solr,specs,sql,storage,streaming,structures,support,system,testing,text,thrift,time,tools,twitter,web,webserver,webservice,xml,zookeeper]"
OpenAPITools/openapi-diff,"[annotations,apache,api,assertion,bridge,build,build-system,cli,collections,command-line,commons,diff,html,io,logging,maven,metadata,model,parser,plugin,quality,slf4j,structures,swagger,tools]"
wildfly/wildfly-core,"[analysis,annotation,annotations,aop,apache,api,aspect,authentication,binding,bridge,buffer,build,build-system,bytecode,cli,client,codec,codehaus,collections,command-line,commons,communication,config,connector,console,controller,cryptography,defect,dependency-injection,deployment,directory,discovery,distributed,eclipse,embedded,encryption,engine,event,extension,forms,framework,git,google,http,integration,interface,io,javax,jboss,jdbc,jmx,json,junit,keystore,launcher,ldap,linux,logging,management,manager,maven,mbeans,metadata,mime,mock,mocking,model,module,netty,network,oauth,parser,platform,plugin,process,processor,protocol,provider,provisioning,proxy,remote,remoting,repository,request,runner,runtime,scanning,scm,scripting,security,server,servlet,slf4j,socket,specs,sql,ssh,ssl,standard,structures,stub,syslog,terminal,testing,token,transport,unix,version-control,vfs,web,websocket,x86,xml,yaml]"
OpenVidu/openvidu,"[apache,api,build,build-system,client,codehaus,commons,container,docker,driver,framework,github,google,http,io,jetty,json,junit,jvm,language,library,logging,matching,maven,mock,mocking,model,module,remote,rpc,security,selenium,server,slf4j,spring,starter,testing,tomcat,validation,web,webserver,websocket]"
elasticfence/elasticsearch-http-user-auth,"[apache,api,base64,client,codec,elastic,elasticsearch,encoding,ftp,google,junit,logging,network,search,server,testing]"
mangstadt/biweekly,"[binding,github,json,junit,mock,mocking,testing]"
kframework/k-legacy,"[analysis,apache,api,base64,cli,codec,collections,command-line,commons,compiler,console,defect,dependency-injection,encoding,encryption,extension,google,graph,io,json,junit,jvm,language,library,metadata,mock,mocking,scala,structures,terminal,testing]"
mikaelgrev/miglayout,"[annotations,api,graphics,ide,junit,layout,metadata,netbeans,swing,swt,testing,ui]"
danielflower/multi-module-maven-release-plugin,"[annotations,apache,api,build,build-system,builder,codehaus,command,commons,compatibility,eclipse,execution,external,git,io,json,junit,logging,matching,maven,metadata,mock,mocking,model,network,plugin,process,scm,slf4j,ssh,testing,tools,version-control]"
boncey/Flickr4Java,"[api,github,junit,logging,slf4j,testing]"
georgewfraser/java-language-server,"[benchmark,generator,google,json,junit,matching,performance,protocol,serialization,testing]"
yin5980280/easy,"[apache,api,beans,code,codegen,collections,commons,compression,connector,database,dom,driver,extension,generator,github,google,io,json,mapping,mysql,persistence,reflection,spring,starter,structures,swagger,ui,xml]"
jenkinsci/docker-build-step-plugin,"[apache,client,docker,github,http,jenkins,json,matrix,plugin,transport]"
ls1intum/Artemis,"[apache,commons,testing]"
apache/incubator-linkis,"[annotations,aop,apache,api,appserver,aspect,authentication,base64,beans,bigdata,binding,bridge,bytecode,cache,cli,client,cloud,codec,collections,command,command-line,commons,compiler,config,connector,container,cryptography,database,distributed,driver,eclipse,elastic,elasticsearch,encoding,execution,external,file-system,framework,ftp,gateway,github,google,hadoop,http,io,javax,jdbc,jetty,json,jsp,junit,jvm,language,library,logging,math,messaging,metadata,mime,mock,mocking,mysql,netty,network,parser,persistence,pool,pooling,process,protocol,python,query,reflection,rest,runtime,scala,scheduling,search,security,serialization,server,servlet,slf4j,socket,spark,specs,spring,sql,standard,starter,storage,structures,testing,text,thrift,transaction,validation,web,webapp,webserver,webservice,websocket,xml,yarn]"
digital-preservation/droid,"[annotations,ant,apache,api,base64,beans,binding,bridge,cli,client,codec,collections,command-line,commons,compression,config,container,csv,database,date,dependency-injection,driver,embedded,encoding,encryption,excel,export,frontend,github,help,http,ide,interface,io,javax,jdbc,junit,library,logging,matching,mock,mocking,netbeans,parser,pdf,reflection,report,runtime,slf4j,soap,specs,spreadsheet,spring,sql,standard,structures,swing,tabular,testing,time,tools,transaction,transport,ui,webservice,xml]"
qinming99/dst-admin,"[apache,commons,github,google,security,spring]"
hibernate/hibernate-tools,"[annotations,ant,apache,api,build,build-system,collections,commons,compiler,connector,database,driver,embedded,engine,google,hibernate,hsql,javaee,javax,jdbc,junit,maven,metadata,model,mysql,orm,parser,persistence,plugin,reflection,runtime,specs,sql,standard,structures,template,testing,tools,xml,xpath]"
datanucleus/datanucleus-core,"[ant,apache,api,build,cache,client,dependency-injection,javax,logging,osgi,specs,standard,tools,transaction,validation]"
CloudburstMC/Protocol,"[analysis,api,code,codegen,defect,encryption,engine,generator,google,junit,metadata,testing]"
google/webauthndemo,"[apache,api,appengine,authentication,binding,cbor,client,cloud,codec,computing,dependency-injection,directory,encryption,framework,google,http,io,javax,json,junit,jwt,management,matching,persistence,protocol,sdk,security,serialization,servlet,specs,standard,stub,testing,xml]"
oracle/opengrok,"[analysis,analyzer,annotations,ant,apache,api,assets,beans,binding,build,bytecode,client,codec,codehaus,commons,compression,container,cron,defect,dependency-injection,diff,eclipse,engine,expression,framework,full-text,git,google,index,indexing,io,jquery,json,jsp,junit,library,logging,lucene,management,matching,memory,metadata,metrics,mock,mocking,monitoring,parser,performance,prometheus,provider,registry,runtime,scm,servlet,slf4j,testing,tools,validation,version-control,vfs,web,webservice,xml]"
jhalterman/expiringmap,"[testing,testng]"
soyojoearth/nxtframework,"[apache,barcode,cache,client,device,google,html,htmlunit,http,json,mobile,parser,persistence,reflection,sdk,spring,starter,testing,web]"
gravitee-io/gravitee-access-management,"[annotations,api,base64,binding,bootstrap,bridge,chart,cli,client,codec,command-line,connector,container,cryptography,data,database,directory,driver,embedded,encoding,encryption,engine,expression,gateway,github,google,hibernate,html,interface,io,javax,jaxrs,jdbc,json,junit,kafka,language,ldap,logging,mail,management,migration,mocking,model,mongodb,mysql,notification,parser,persistence,platform,plugin,policy,pooling,postgresql,protocol,reporter,repository,resource,rest,runtime,sdk,serialization,service,servlet,slf4j,specs,spring,sql,standard,streaming,swagger,template,testing,validation,visualization,webservice,xml,yaml]"
PebbleTemplates/pebble,"[api,assertion,cache,framework,github,io,javax,junit,logging,mock,mocking,quality,servlet,slf4j,specs,spring,standard,starter,testing,web]"
opentracing-contrib/java-spring-jaeger,"[api,client,cloud,config,distributed,io,mock,spring,starter,tracing,web]"
nielsbasjes/logparser,"[annotations,apache,api,base64,binding,bridge,cli,codec,commons,compiler,encoding,google,json,language,logging,matching,metadata,parser,python,runtime,slf4j,testing,text]"
klout/brickhouse,"[analytics,apache,bigdata,codehaus,computing,database,date,distributed,google,hadoop,hbase,jaxrs,json,junit,mapping,nosql,processing,query,rest,stream,streaming,testing,time]"
crossoverJie/cim,"[admin,api,client,coordination,distributed,framework,github,google,http,io,json,junit,netty,network,protocol,serialization,socket,spring,starter,swagger,testing,ui]"
