repositoryName,mcrTags
Samuel-Oliveira/Java_NFe,"[apache,api,binding,client,config,http,junit,mocking,testing,transport,webservice,xml]"
FasterXML/aalto-xml,"[api,codehaus,streaming,xml]"
nsporillo/GlobalWarming,"[api,code,codegen,connector,database,driver,embedded,generator,matching,mysql,sql,testing,testng]"
UweTrottmann/tmdb-java,"[analysis,assertion,client,defect,google,http,json,junit,logging,metadata,quality,testing]"
poetix/protonpack,"[junit,matching,testing]"
casbin/jcasbin,"[apache,api,benchmark,commons,csv,expression,generator,github,google,io,json,junit,language,logging,performance,slf4j,tabular,testing]"
SwitchEV/RISE-V2G,"[apache,api,logging,parser,xml]"
pietermartin/sqlg,"[apache,api,authentication,base64,benchmark,binding,bridge,client,codec,collections,commons,connector,database,driver,embedded,encoding,framework,geo,google,graph,groovy,hsql,io,javax,jdbc,json,junit,jwt,logging,mock,mocking,mysql,pool,pooling,postgresql,security,server,slf4j,spark,spatial,specs,sql,standard,structures,testing,text,web,xml]"
csob/paymentgateway,"[apache,api,base64,bridge,cli,client,cluster,codec,codehaus,date,encoding,encryption,frontend,google,http,io,javax,jaxrs,json,logging,mapping,parser,persistence,provider,rest,runtime,slf4j,specs,standard,time,transport]"
HdrHistogram/HdrHistogram,"[api,benchmark,engine,generator,junit,performance,testing]"
mirkosertic/FXDesktopSearch,"[apache,api,binding,code,codegen,commons,directory,eclipse,engine,generator,google,io,jetty,json,jsp,junit,logging,nlp,parser,search,server,servlet,slf4j,solr,template,testing,web,webserver]"
spring-projects/spring-social-samples,"[apache,api,bridge,bytecode,client,codehaus,config,cryptography,database,dependency-injection,embedded,facebook,framework,hibernate,http,javax,jdbc,json,jsp,linkedin,logging,mapping,mvc,persistence,security,servlet,slf4j,social,specs,spring,sql,standard,taglib,transaction,twitter,validation,web]"
chillzhuang/blade-tool,"[admin,apache,api,authentication,cache,client,cloud,config,connector,console,database,discovery,driver,engine,extension,generator,github,google,hibernate,http,io,json,logging,metadata,model,mysql,oauth,persistence,plugin,runtime,sdk,security,serialization,spring,starter,swagger,template,validation]"
alibaba/testable-mock,"[agent,annotations,apache,api,build,build-system,bytecode,codehaus,groovy,junit,jvm,kotlin,language,maven,metadata,model,plugin,processor,reflection,runtime,testing,tools,tree]"
apache/flink,"[actor,agent,aggregation,ajax,akka,amazon,amqp,analysis,annotations,apache,api,archetype,assertion,avro,aws,azure,base64,beans,bigdata,binding,bridge,broker,buffer,bytecode,cassandra,classpath,cli,client,cloud,cluster,code,codec,codegen,codehaus,collections,column,command-line,commons,compiler,compression,computing,concurrency,config,connector,container,coordination,csv,database,date,defect,disruptor,distributed,docker,driver,dynamodb,eclipse,elastic,elasticsearch,embedded,encoding,example,facebook,file-system,framework,generator,github,google,hadoop,hbase,html,http,i18n,ibm,influxdb,io,javax,jdbc,jetty,jmx,json,junit,jvm,kafka,kotlin,kubernetes,language,library,loader,logging,managment,mapping,mapreduce,matching,math,maven,message,messaging,metadata,metrics,mock,mocking,module,monitoring,mysql,native,netty,network,parallel,parquet,parser,plugin,postgresql,processing,processor,producer,prometheus,protocol,python,quality,query,queue,rabbitmq,reader,reflection,registry,resource,rest,rocksdb,rpc,runtime,s3,scala,schema,sdk,search,serialization,server,slf4j,socket,specs,sql,standard,storage,stream,streaming,structures,testing,thrift,time,transport,twitter,web,webserver,xml,yaml,yarn,zookeeper]"
datageartech/datagear,"[apache,commons,csv,excel,json,mapping,persistence,relational,spreadsheet,spring,tabular,upload]"
opennetworkinglab/onos,"[annotations,apache,api,binding,build,build-system,collections,compiler,config,connector,doc,eclipse,google,http,io,java,json,logging,maven,metadata,model,parser,plugin,provider,repository,slf4j,structures,tools,transport]"
ata4/bspsrc,"[apache,cli,command-line,commons,compression,io,parser]"
indeedeng/proctor,"[analysis,annotations,ant,apache,api,application,assertion,beans,binding,bridge,build,build-system,builder,cli,client,collections,command-line,commons,consumer,defect,dependency-injection,deployment,eclipse,engine,framework,git,github,google,http,io,javax,jdbc,json,jsp,junit,library,logging,maven,metadata,mock,mocking,model,mvc,parser,plugin,pooling,quality,runner,scm,server,servlet,slf4j,specs,spring,sql,standard,structures,subversion,svn,swagger,template,testing,tomcat,tools,version-control,web,webapp,webserver]"
Playtika/testcontainers-spring-boot,"[amazon,amqp,apache,api,aws,camel,cassandra,client,connector,consul,data,database,date,driver,dynamodb,elastic,elasticsearch,embedded,github,google,graph,http,ibm,influxdb,io,jdbc,kafka,message,messaging,metrics,mongodb,monitoring,mysql,neo4j,postgresql,prometheus,queue,rabbitmq,redis,s3,sdk,search,security,selenium,spring,sql,starter,streaming,testing,time]"
jingwei/krati,"[apache,avro,google,junit,logging,protocol,serialization,slf4j,testing]"
TencentCloud/tencentcloud-sdk-java,"[api,binding,client,config,google,http,io,javax,json,junit,logging,specs,standard,testing,xml]"
stevensouza/automon,"[agent,annotations,aop,api,aspect,assertion,beans,client,database,dependency-injection,ejb,embedded,expression,hibernate,hsql,io,javax,jms,jpa,jsp,junit,language,management,message,metrics,mock,mocking,monitoring,newrelic,performance,persistence,quality,queue,servlet,specs,spring,sql,standard,testing,transaction]"
spring-projects/spring-ide,"[annotation,annotations,aop,apache,api,aspect,beans,bytecode,config,dependency-injection,extension,integration,io,logging,osgi,processor,slf4j,spring,support]"
GEngine-JP/GEngineServer,"[analysis,annotations,apache,api,base64,beans,client,code,codec,codegen,collections,commons,connector,database,defect,dom,driver,encoding,framework,generator,google,http,io,json,junit,logging,metadata,mysql,netty,network,protocol,reflection,runtime,serialization,slf4j,socket,structures,testing,xml]"
artipie/artipie,"[amazon,api,authentication,aws,build,build-system,cli,client,command-line,config,distributed,docker,engine,etcd,factory,github,google,http,io,json,junit,logging,management,matching,maven,mock,mocking,parser,prometheus,s3,scheduling,server,service,slf4j,template,testing,vertx,web,xml,yaml]"
perf4j/perf4j,"[aop,api,aspect,bytecode,client,ejb,http,io,javax,junit,logging,mock,mocking,servlet,slf4j,specs,spring,standard,testing]"
SwingFrog/Summer,"[api,bytecode,client,connector,database,driver,engine,framework,google,io,json,logging,mysql,netty,network,protocol,redis,scheduling,serialization,slf4j,socket,template]"
vert-x3/vertx-auth,"[apache,api,base64,codec,database,directory,embedded,encoding,framework,hsql,junit,ldap,logging,mongodb,protocol,security,server,slf4j,sql,testing]"
javadevjournal/javadevjournal,"[apache,api,authentication,batch,cache,code,codegen,collections,commons,connector,database,directory,driver,generator,github,google,graphql,io,jndi,json,junit,logging,mock,mocking,mysql,oauth,security,server,spring,starter,structures,swagger,testing,tools,ui]"
jflex-de/jflex,"[analysis,annotations,ant,apache,api,assertion,benchmark,build,build-system,compatibility,defect,generator,github,google,io,junit,logging,maven,metadata,mock,mocking,model,parser,performance,plugin,quality,runtime,slf4j,testing,tools]"
feuyeux/jax-rs2-guide-II,"[annotations,aop,apache,api,aspect,assets,authentication,beans,binding,bootstrap,bridge,broker,client,cloud,cluster,config,connector,container,database,dependency-injection,driver,eclipse,embedded,etcd,expression,framework,google,http,javax,jdbc,jetty,jpa,jquery,json,jsp,junit,kafka,language,logging,mapping,message,metadata,mvc,mysql,oauth,orm,persistence,provider,redis,relational,security,server,servlet,slf4j,specs,spring,sql,standard,starter,streaming,taglib,testing,tomcat,transaction,web,webserver,webservice]"
gravetii/diztl,"[annotations,api,dependency-injection,github,google,grpc,io,javax,logging,protocol,rpc,specs,standard]"
beehive-lab/TornadoVM,"[apache,api,benchmark,bytecode,commons,full-text,generator,index,indexing,junit,logging,lucene,performance,testing]"
fusesource/mqtt-client,"[apache,bridge,broker,bytecode,compiler,eclipse,jetty,jms,junit,jvm,language,leveldb,library,logging,markdown,message,mqtt,osgi,queue,scala,server,slf4j,testing,transport,tree,web,webserver]"
HypixelDev/PublicAPI,"[apache,client,google,http,json]"
RankSys/RankSys,"[apache,codehaus,collections,commons,compression,database,embedded,groovy,jdbc,junit,jvm,language,logging,machine-learning,match,math,matrix,metrics,nlp,pool,pooling,slf4j,sql,structures,testing,vector]"
lyogavin/Pistachio,"[analysis,apache,api,bridge,broker,cli,client,cluster,codehaus,command-line,config,coordination,discovery,distributed,framework,google,http,i18n,ibm,io,json,kafka,logging,management,managment,message,metrics,monitoring,netty,network,parser,performance,protocol,rocksdb,serialization,slf4j,socket,streaming,testing,testng,thrift,zookeeper]"
flipkart-incubator/zjsonpatch,"[apache,binding,collections,commons,engine,io,json,junit,structures,testing]"
qunarcorp/bistoury,"[analysis,annotations,apache,api,asynchronous,binding,bridge,build,build-system,bytecode,cli,client,command-line,compression,connector,coordination,database,date,dependency-injection,distributed,driver,embedded,framework,ftp,git,github,google,http,io,javax,jdbc,json,junit,logging,management,maven,messaging,metadata,metrics,monitoring,mvc,mysql,netty,network,parser,performance,pool,prometheus,rocksdb,server,servlet,slf4j,socket,specs,spring,sql,sqlite,standard,testing,time,tomcat,tools,transaction,tree,web,webserver,websocket,zookeeper]"
willowtreeapps/OAK,"[android,client,compiler,dependency-injection,example,github,google,http,json,junit,library,platform,support,testing]"
tywo45/t-io,"[ai,apache,api,assets,asynchronous,authentication,barcode,base64,beans,bridge,bson,bytecode,cache,classpath,client,codec,collections,command-line,commons,compiler,compression,computer-vision,concurrency,config,connection,connector,coordination,cryptography,database,discovery,disruptor,distributed,driver,elastic,elasticsearch,embedded,encoding,engine,excel,fluent,ftp,github,google,graph,html,http,io,javascript,jdbc,json,junit,logging,mail,matching,memory,mime,mongodb,mysql,native,neo4j,network,nosql,oatuh,oauth,off-heap,parser,platform,policy,pool,protocol,reactive,redis,reflection,regexp,rest,runtime,scheduling,sdk,search,serialization,server,slf4j,spreadsheet,sql,sqlite,structures,template,testing,testng,text,typesafe,upload,url,web,websocket,zookeeper]"
sialcasa/mvvmFX,"[annotation,annotations,api,appserver,archetype,assertion,binding,client,config,dependency-injection,doc,google,graphics,javax,jaxrs,jboss,json,junit,logging,maven,mock,mocking,quality,rest,server,slf4j,specs,spring,standard,starter,testing,validation]"
gwizard/gwizard,"[annotations,api,assertion,binding,bridge,code,codegen,config,database,dependency-injection,eclipse,embedded,engine,extension,generator,google,hibernate,io,javax,jaxrs,jboss,jetty,json,junit,logging,mapping,metadata,metrics,mock,mocking,module,persistence,provider,quality,relational,rest,server,service,servlet,slf4j,specs,sql,standard,swagger,testing,validation,web,webapp,webserver,yaml]"
childe/hangout,"[apache,api,appengine,binding,bridge,broker,cli,client,code,codegen,collections,command-line,commons,date,elastic,elasticsearch,engine,generator,io,json,junit,jvm,kafka,language,library,logging,management,matching,message,metrics,mock,mocking,monitoring,parser,performance,regexp,rest,ruby,scala,search,server,servlet,slf4j,streaming,structures,template,testing,testng,time,transport,web,yaml]"
Omertron/api-themoviedb,"[annotations,apache,api,binding,bridge,commons,io,json,junit,logging,metadata,slf4j,testing]"
thrau/jarchivelib,"[apache,commons,compression,junit,testing]"
flaxsearch/luwak,"[analyzer,apache,assertion,full-text,github,google,index,indexing,io,junit,logging,lucene,management,memory,metrics,mock,mocking,monitoring,performance,quality,reflection,testing]"
botanio/sdk,"[apache,api,binding,bridge,client,http,json,logging,mocking,slf4j,testing]"
dlsc-software-consulting-gmbh/WorkbenchFX,"[apache,api,assertion,bridge,bytecode,engine,google,graphics,junit,logging,matching,mock,mocking,platform,quality,reflection,slf4j,swing,testing,ui,view,web]"
GrammarViz2/grammarviz2_src,"[api,charts,cli,cluster,csv,graphics,junit,layout,logging,parser,slf4j,swing,tabular,testing,ui,visualization]"
yahoo/storm-yarn,"[apache,bridge,client,coordination,distributed,hadoop,json,junit,logging,mapreduce,mock,mocking,parallel,processing,slf4j,stream,testing,yaml,yarn,zookeeper]"
subchen/jetbrick-template-2x,"[annotation,apache,compiler,config,engine,framework,github,mvc,parser,processor,runtime,security,spring,starter,template,web,web-framework]"
senseidb/bobo,"[analyzer,apache,cli,collections,command-line,dependency-injection,full-text,index,indexing,junit,logging,lucene,parser,spatial,spring,structures,testing]"
G-Research/siembol,"[analysis,annotations,apache,api,authentication,base64,beans,binding,bridge,client,codec,commons,config,container,coordination,date,defect,distributed,eclipse,editor,encoding,encryption,engine,framework,git,github,google,hadoop,http,io,javax,json,junit,kafka,kubernetes,launcher,logging,markdown,metadata,mock,mocking,oauth,parser,platform,plugin,processing,prometheus,reflection,registry,resource,schema,scm,security,server,service,slf4j,specs,spring,standard,starter,stream,streaming,sync,testing,time,tools,ui,validation,version-control,web,webservice,yaml]"
PlayPro/CoreProtect,"[jdbc,pool]"
networknt/json-schema-validator,"[apache,api,binding,commons,engine,io,json,junit,logging,matching,mock,mocking,regexp,ruby,server,slf4j,testing,web]"
pires/obd-java-api,"[api,mock,mocking,module,testing,testng]"
serso/android-messengerpp,"[analysis,android,annotations,date,defect,dependency-injection,github,google,json,junit,metadata,mock,mocking,platform,security,support,testing,time]"
swagger-api/swagger-inflector,"[apache,api,client,commons,container,csv,dependency-injection,github,io,javax,jaxrs,json,junit,logging,mock,mocking,parser,provider,rest,schema,server,servlet,slf4j,specs,standard,swagger,tabular,testing,testng,tools,upload,validation,webservice,xml,yaml]"
yandex-qatools/htmlelements,"[apache,automation,browser,commons,github,junit,matching,mock,mocking,selenium,testing,web]"
webbit/webbit,"[apache,client,framework,google,http,io,json,junit,mock,mocking,netty,network,socket,testing]"
apache/maven-mvnd,"[annotations,apache,api,assertion,bridge,build,build-system,bytecode,cli,codehaus,command-line,commons,compression,connector,console,dependency-injection,eclipse,engine,groovy,interface,javax,jboss,junit,jvm,language,logging,maven,metadata,model,plugin,quality,sdk,slf4j,specs,standard,terminal,testing,tools,transport]"
Waikato/moa,"[ai,apache,charts,cli,client,command-line,commons,csv,diff,github,google,graphics,io,json,junit,kafka,machine-learning,math,memory,parser,patch,profiling,scripting,streaming,tabular,testing,visualization]"
vaquarkhan/vaquarkhan,"[aop,apache,api,aspect,base64,beans,binding,bridge,camel,client,codec,config,connector,cryptography,database,dependency-injection,driver,embedded,encoding,framework,google,http,integration,io,jdbc,jetty,jms,jmx,junit,logging,management,mapping,message,mysql,orm,persistence,pool,pooling,proxy,queue,relational,runtime,scripting,security,server,slf4j,specs,spring,sql,support,testing,transaction,transport,web,webserver,xml]"
dashorst/dashboard,"[apache,api,authentication,bridge,calendar,client,codehaus,commons,description,discovery,eclipse,framework,github,google,html,http,jetty,jquery,json,junit,logging,management,mapping,math,metadata,parser,scm,server,service,slf4j,social,spring,subversion,svn,testing,twitter,ui,version-control,web,webserver,webservice,wicket]"
qunarcorp/qmq,"[annotations,apache,api,asynchronous,binding,bridge,cli,client,collections,connector,database,date,dependency-injection,driver,eclipse,google,hadoop,hbase,http,io,javax,jdbc,jetty,json,junit,logging,metadata,metrics,mock,mocking,module,mysql,parser,pool,prometheus,remote,rocksdb,server,servlet,slf4j,specs,spring,sql,standard,structures,sync,testing,time,tomcat,tracing,web,webserver]"
xgdsmileboy/SimFix,"[compiler,github,java,junit,parser,testing]"
reactor/lite-rx-api-hands-on,"[assertion,io,junit,logging,quality,reactive,testing]"
errai/errai,"[admin,analysis,annotations,apache,api,application,authentication,binding,bridge,build,build-system,builder,bytecode,client,codec,codehaus,command-line,commons,communication,compiler,concurrent,config,container,css,data,database,defect,dependency-injection,distributed,dom,eclipse,ejb,embedded,example,expression,framework,github,google,gwt,hibernate,hsql,html,http,interface,io,java,javaee,javax,jaxrs,jboss,jetty,jms,jpa,json,jsp,junit,language,logging,mapping,maven,messaging,metadata,mock,mocking,model,module,netty,network,oauth,parser,persistence,plugin,processor,protocol,provider,proxy,queue,reflection,relational,remote,remoting,resource,rest,scheduling,security,server,servlet,slf4j,socket,specs,sql,standard,styles,support,syntax,testing,tools,transaction,ui,validation,vfs,web,webapp,webserver,websocket,widget,xml]"
aionnetwork/aion,"[google,junit,testing]"
NotFound403/payment-spring-boot,"[code,codegen,config,generator,sdk,spring]"
anshooarora/extentreports-java,"[apache,client,database,driver,engine,google,html,http,json,mime,mongodb,parser,template,testing,testng]"
melin/super-diamond,"[annotations,aop,apache,aspect,bridge,bytecode,commons,config,connector,database,dependency-injection,driver,eclipse,framework,google,io,jdbc,jetty,json,jsp,junit,logging,metadata,mvc,mysql,netty,network,server,servlet,slf4j,socket,spring,sql,support,testing,upload,web,webapp,webserver]"
xipki/xipki,"[apache,api,client,codec,data,database,datasource,eclipse,encryption,example,http,io,javax,jdbc,jetty,json,junit,logging,migration,native,netty,network,osgi,pool,security,server,servlet,shell,slf4j,socket,specs,standard,testing,transport,unix,web,webserver]"
Plugily-Projects/MurderMystery,"[analysis,annotations,defect,google,io,metadata]"
spring-cloud/spring-cloud-stream-binder-kafka,"[apache,avro,broker,client,cloud,integration,kafka,message,protocol,serialization,spring,starter,streaming,testing]"
highj/highj,"[api,assertion,generator,junit,launcher,platform,quality,testing]"
vakinge/jeesuite-libs,"[amqp,analyzer,annotations,aop,apache,api,appserver,aspect,beans,binding,bridge,broker,bytecode,cache,client,cloud,code,codegen,collections,commons,concurrency,connector,container,coordination,data,database,dependency-injection,disruptor,distributed,driver,elastic,elasticsearch,embedded,excel,expression,framework,full-text,generator,github,google,http,index,indexing,io,javax,jaxrs,jdbc,json,junit,kafka,language,logging,lucene,mapping,memory,message,metadata,mime,mongodb,mvc,mysql,nosql,off-heap,persistence,pool,provider,queue,rabbitmq,redis,relational,rest,scheduling,schema,sdk,search,security,serialization,server,servlet,slf4j,specs,spreadsheet,spring,sql,standard,starter,streaming,structures,support,swagger,testing,tomcat,transaction,validation,web,webserver,webservice,yaml,zookeeper]"
dschadow/JavaSecurity,"[apache,api,assets,bootstrap,client,cryptography,encoder,google,http,javax,jsp,logging,security,servlet,specs,standard,web]"
graalvm/native-build-tools,"[apache,commons,junit,testing]"
deeplearning4j/rl4j,"[ai,apache,api,binding,client,code,codegen,collections,commons,computer-vision,deep-learning,generator,json,junit,logging,machine-learning,native,slf4j,structures,testing]"
gregturn/spring-a-gram,"[amazon,authentication,aws,cloud,code,codegen,config,generator,oauth,security,spring]"
somowhere/albedo,"[annotations,apache,api,client,commons,extension,github,io,javax,jdbc,mail,mapping,metadata,persistence,relational,sdk,specs,spring,standard,starter,swagger,text]"
dain/leveldb,"[api,compression,junit,leveldb,testing]"
thymeleaf/thymeleafexamples-gtvg,"[api,bridge,engine,logging,servlet,slf4j,template]"
citerus/bookstore-cqrs-example,"[annotations,apache,api,client,commons,date,google,http,io,json,junit,logging,matching,metadata,mock,mocking,slf4j,testing,time]"
OWASP/json-sanitizer,"[analysis,defect,google,junit,metadata,testing]"
buremba/netty-rest,"[api,binding,compression,framework,io,javax,json,junit,jvm,kotlin,language,logging,netty,network,reflection,socket,specs,standard,swagger,testing]"
titinko/utsu,"[dependency-injection,io,junit,service,testing]"
Treeptik/cloudunit,"[amqp,annotations,aop,apache,api,aspect,base64,binding,broker,build,build-system,bytecode,client,codec,codehaus,commons,compression,config,connector,container,data,database,date,dependency-injection,directory,docker,driver,eclipse,ejb,elastic,elasticsearch,encoding,engine,framework,git,github,hibernate,http,io,javax,jdbc,jms,jpa,json,junit,ldap,library,logging,mail,management,mapping,matching,maven,message,metadata,metrics,mime,model,mongodb,monitoring,mvc,mysql,network,nosql,orm,performance,persistence,plugin,pool,postgresql,prometheus,queue,redis,relational,scm,search,security,server,servlet,shell,slf4j,specs,spring,ssh,standard,support,template,testing,time,tools,upload,validation,version-control,web]"
sstrickx/yahoofinance-api,"[api,binding,google,http,json,junit,logging,slf4j,testing,yaml]"
lukas-krecan/ShedLock,"[amazon,analysis,aop,apache,api,arangodb,aspect,assertion,aws,binding,builder,cassandra,client,config,connector,consul,coordination,data,database,defect,dependency-injection,distributed,driver,dynamodb,elastic,elasticsearch,embedded,etcd,framework,github,google,graph,hazelcast,hsql,http,ibm,io,jdbc,json,junit,jvm,kotlin,language,logging,metadata,mock,mocking,mongodb,mysql,neo4j,pool,postgresql,provider,quality,query,redis,reflection,rest,sdk,search,slf4j,spring,sql,sync,template,testing,testng]"
burtcorp/jmespath-java,"[binding,compiler,google,io,json,junit,library,matching,parser,runtime,testing,vertx]"
usb4java/usb4java,"[apache,commons,junit,testing]"
jenkins-infra/update-center2,"[analysis,annotations,ant,apache,base64,build,cli,codec,commons,connection,cryptography,defect,dom,encoding,github,google,html,http,io,jenkins,json,junit,kotlin,language,library,logging,matching,metadata,mock,mocking,parser,runtime,support,testing,tools,url,xml,xpath]"
mmnaseri/spring-data-mock,"[api,bytecode,client,collections,compiler,data,database,eclipse,java,javax,jpa,logging,matching,mock,mongodb,nosql,parser,persistence,specs,spring,standard,testing,testng]"
TarsCloud/TarsJava,"[annotation,annotations,apache,api,appserver,base64,bridge,build,build-system,cli,client,cloud,codec,codehaus,command-line,commons,compiler,compression,config,connection,coordination,descriptor,distributed,encoding,filtering,generator,google,io,javax,json,junit,kafka,logging,mapping,matching,maven,metadata,model,monitor,parser,plugin,processor,protocol,reporter,repository,serialization,server,servlet,slf4j,specs,spring,standard,starter,streaming,testing,tools,tracing,tree,url]"
gentics/mesh,"[amazon,annotations,apache,assertion,aws,base64,binding,bridge,buffer,bytecode,cache,cli,client,codec,codehaus,command-line,commons,compiler,compression,database,dependency-injection,distributed,encoding,generator,github,google,graph,graphql,hazelcast,html,http,io,json,kubernetes,language,library,logging,metadata,mock,mocking,module,native,netty,network,nosql,orientdb,parser,prometheus,quality,query,reactive,reflection,registry,rules,s3,security,server,slf4j,socket,spring,system,testing,transport,uuid,webservice,xml,yaml]"
ballcat-projects/ballcat,"[admin,annotations,apache,api,authentication,broker,client,code,codegen,controller,data,database,datasource,encryption,extension,framework,ftp,generator,github,groovy,html,i18n,io,json,kafka,kotlin,logging,mail,mapping,message,metadata,model,mvc,network,oauth,parser,persistence,redis,relational,rest,sdk,security,server,sms,spring,starter,streaming,swagger,system,ui,web,websocket]"
RediSearch/JRediSearch,"[apache,bridge,client,database,google,json,junit,logging,redis,slf4j,testing]"
roskenet/springboot-javafx-support,"[api,dependency-injection,engine,junit,launcher,logging,platform,runner,slf4j,spring,starter,testing]"
jvm-profiling-tools/honest-profiler,"[binding,cli,console,container,dependency-injection,json,junit,lambda,logging,parser,terminal,testing,tools]"
patka/cassandra-migration,"[annotation,api,bridge,bytecode,cassandra,client,config,database,driver,junit,logging,matching,migration,mock,mocking,processor,slf4j,spring,testing]"
apache/commons-math,"[apache,api,charts,cli,client,commons,engine,generator,geometry,graphics,junit,math,parser,random,security,testing,visualization]"
Xlinlin/SpringCloud-Demo,"[admin,apache,api,binding,cache,client,cloud,code,codegen,collections,commons,concurrency,config,connector,coordination,data,database,disruptor,distributed,driver,eclipse,elastic,elasticsearch,encoder,framework,generator,github,google,http,io,jdbc,json,jwt,kafka,logging,mapping,mock,mocking,mysql,netty,network,persistence,plugin,pool,redis,reflection,relational,rest,runtime,scheduling,search,security,server,socket,spring,sql,starter,storage,streaming,structures,testing,tracing,transport,ui,xml]"
atomix/atomix,"[agent,apache,api,classpath,cli,cluster,commons,config,github,google,io,javax,jboss,junit,logging,matching,math,mock,mocking,parser,provider,rest,serialization,slf4j,specs,standard,storage,testing,typesafe,vertx]"
awslabs/aws-saas-boost,"[amazon,annotations,apache,api,assets,autoscaling,aws,base64,binding,bootstrap,bridge,client,codec,connection,database,dns,driver,dynamodb,embedded,encoding,event,framework,io,javax,jdbc,jquery,json,junit,lambda,logging,metadata,metrics,mock,mocking,monitoring,mysql,netty,network,payment,postgresql,processing,redshift,s3,server,servlet,slf4j,socket,specs,spring,sql,standard,starter,testing,tomcat,url,web,webserver,yaml]"
kiegroup/optaplanner-quickstarts,"[assets,bootstrap,font,jquery,logging,web]"
resteasy/resteasy-examples,"[annotations,apache,api,binding,client,commons,database,embedded,engine,framework,hibernate,hsql,http,io,javax,jaxrs,jboss,jdbc,junit,mapping,metadata,mvc,orm,persistence,pool,relational,rest,servlet,specs,spring,sql,standard,swagger,testing,tracing,web,xml]"
games647/ChangeSkin,"[api,bridge,config,google,jdbc,json,junit,logging,pool,slf4j,testing]"
PGMDev/PGM,"[api,eclipse,git,junit,logging,platform,scm,serialization,testing,text,version-control,xml]"
hmsonline/storm-cassandra,"[api,bridge,cassandra,client,clojure,database,junit,logging,mock,mocking,slf4j,testing]"
vitalidze/chromecast-java-api-v2,"[annotations,api,binding,google,json,junit,logging,metadata,protocol,serialization,slf4j,testing]"
eshioji/trident-tutorial,"[apache,binding,broker,client,distributed,elastic,elasticsearch,google,hazelcast,json,kafka,management,message,metrics,mock,mocking,monitoring,performance,processing,search,server,social,stream,streaming,testing,twitter]"
CobbleSword/NachoSpigot,"[analysis,annotations,apache,api,bridge,bytecode,cli,collections,command-line,commons,connector,console,database,defect,driver,framework,generator,google,io,jdbc,json,junit,library,logging,matching,metadata,mock,mocking,mysql,native,netty,network,parser,slf4j,socket,sql,sqlite,structures,terminal,testing,uuid,yaml]"
LianjiaTech/retrofit-spring-boot-starter,"[annotation,annotations,api,binding,client,cloud,config,http,io,javax,json,junit,logging,processor,slf4j,specs,spring,standard,starter,testing,xml]"
fabric8io/mockwebserver,"[binding,http,io,json,testing]"
apache/maven-surefire,"[agent,analysis,annotations,apache,api,assertion,binding,build,build-system,bytecode,cli,codehaus,commons,compatibility,compression,console,coverage,date,defect,dependency-injection,engine,extension,filtering,github,google,htmlunit,interface,io,javax,junit,launcher,library,logging,mail,matching,maven,metadata,mock,mocking,model,module,parser,persistence,platform,plugin,quality,render,report,reporting,runner,servlet,slf4j,specs,standard,terminal,testing,testng,time,tools,transaction,validation,web,webservice,xml]"
vdenotaris/spring-boot-security-saml-sample,"[apache,collections,commons,extension,security,spring,structures]"
houko/SpringBootUnity,"[apache,api,barcode,bootstrap,code,codegen,commons,connector,database,dom,driver,excel,framework,generator,github,google,html,io,javax,json,junit,logging,mail,mysql,parser,persistence,slf4j,specs,spreadsheet,spring,standard,starter,swagger,testing,ui,upload,web,xml]"
apache/submarine,"[annotations,apache,api,avro,binding,bridge,bytecode,client,cluster,codehaus,commons,compression,config,container,dependency-injection,encryption,extension,framework,github,google,grpc,http,io,javax,jaxrs,json,junit,kubernetes,logging,metadata,mock,mocking,netty,network,protocol,provider,rest,rpc,runtime,serialization,server,servlet,slf4j,socket,specs,standard,stub,testing,testng,webservice,xml,yaml]"
dkunzler/esperandro,"[android,annotations,api,binding,code,codegen,generator,google,json,junit,mock,mocking,platform,resource,testing]"
tinkerpop/pipes,"[graph,junit,testing]"
ilmila/J2EEScan,"[apache,api,collections,commons,html,jdbc,junit,mock,mocking,parser,server,sql,sqlite,structures,testing,tomcat,webserver]"
openmrs/openmrs-core,"[analyzer,annotations,aop,apache,api,aspect,beans,binding,bridge,bytecode,cache,codec,codehaus,collections,commons,connector,database,date,dom,driver,embedded,encoder,engine,extension,groovy,hibernate,index,io,javax,jboss,jdbc,json,jsp,junit,jvm,language,logging,lucene,mail,mapping,matching,metadata,migration,mock,mocking,module,mysql,orm,parser,persistence,plugin,pooling,postgresql,reflection,relational,request,search,server,servlet,slf4j,sonar,specs,spring,sql,standard,structures,taglib,template,testing,time,tomcat,tools,upload,validation,web,webserver,xml,xpath]"
dangdangdotcom/config-toolkit,"[apache,api,bridge,bytecode,cloud,commons,compression,config,coordination,dependency-injection,distributed,framework,google,io,logging,slf4j,spring,toolkit,tools]"
googleapis/google-api-java-client,"[analysis,android,apache,api,appengine,assertion,client,cloud,computing,defect,google,http,javax,json,junit,metadata,platform,protocol,quality,sdk,serialization,servlet,specs,standard,testing,xml]"
dma-ais/AisLib,"[annotations,apache,api,binding,cli,commons,communication,compiler,csv,io,javax,json,library,metadata,model,parser,reflection,runtime,specs,standard,tabular,xml]"
ClearTK/cleartk,"[ai,annotations,apache,api,build,build-system,cli,command-line,evaluation,google,index,io,junit,logging,lucene,machine-learning,maven,model,nlp,parser,plugin,resource,system,testing,token,tools,xml]"
ScienJus/smartqq,"[json,logging]"
